iter	Passed	Remaining
601	2794	27572
602	2798	27561
603	2801	27541
604	2805	27535
605	2813	27560
606	2817	27549
607	2821	27533
608	2826	27541
609	2832	27540
610	2835	27520
611	2840	27518
612	2847	27541
613	2852	27538
614	2858	27546
615	2862	27536
616	2866	27525
617	2873	27539
618	2876	27526
619	2882	27533
620	2890	27558
621	2894	27547
622	2900	27561
623	2907	27570
624	2911	27564
625	2916	27563
626	2920	27548
627	2931	27602
628	2934	27587
629	2937	27569
630	2941	27552
631	2944	27534
632	2947	27511
633	2950	27491
634	2954	27481
635	2961	27501
636	2965	27493
637	2971	27499
638	2978	27517
639	2984	27518
640	2991	27535
641	2995	27532
642	2999	27518
643	3004	27517
644	3008	27503
645	3011	27488
646	3017	27488
647	3021	27485
648	3025	27471
649	3029	27459
650	3032	27444
651	3036	27431
652	3041	27427
653	3045	27423
654	3052	27430
655	3055	27418
656	3060	27412
657	3065	27414
658	3071	27416
659	3074	27401
660	3083	27430
661	3089	27441
662	3093	27434
663	3102	27467
664	3113	27514
665	3119	27518
666	3126	27542
667	3131	27539
668	3144	27608
669	3149	27602
670	3155	27610
671	3159	27601
672	3165	27603
673	3175	27645
674	3179	27632
675	3184	27631
676	3188	27622
677	3194	27630
678	3205	27682
679	3219	27753
680	3230	27805
681	3244	27879
682	3251	27891
683	3256	27890
684	3262	27892
685	3271	27925
686	3276	27926
687	3281	27917
688	3284	27899
689	3287	27882
690	3291	27869
691	3296	27871
692	3301	27863
693	3305	27854
694	3314	27888
695	3318	27872
696	3321	27857
697	3325	27841
698	3330	27836
699	3333	27820
700	3336	27805
701	3341	27799
702	3346	27797
703	3350	27781
704	3354	27777
705	3359	27770
706	3363	27758
707	3367	27750
708	3372	27746
709	3377	27741
710	3380	27720
711	3384	27709
712	3389	27707
713	3392	27688
714	3395	27670
715	3401	27676
716	3404	27659
717	3408	27647
718	3411	27631
719	3416	27629
720	3420	27614
721	3423	27595
722	3426	27580
723	3430	27563
724	3434	27554
725	3437	27537
726	3440	27519
727	3446	27523
728	3450	27517
729	3454	27503
730	3457	27488
731	3463	27494
732	3467	27480
733	3470	27461
734	3474	27453
735	3479	27444
736	3484	27443
737	3488	27436
738	3494	27440
739	3498	27432
740	3502	27421
741	3506	27408
742	3514	27428
743	3517	27413
744	3521	27404
745	3526	27399
746	3531	27399
747	3535	27387
748	3540	27381
749	3544	27374
750	3547	27356
751	3551	27345
752	3559	27367
753	3563	27358
754	3567	27344
755	3572	27340
756	3576	27329
757	3579	27315
758	3588	27338
759	3591	27322
760	3594	27307
761	3597	27288
762	3601	27278
763	3605	27271
764	3609	27257
765	3617	27277
766	3621	27269
767	3624	27253
768	3628	27236
769	3637	27263
770	3640	27252
771	3646	27251
772	3652	27257
773	3656	27249
774	3659	27233
775	3664	27227
776	3669	27222
777	3672	27210
778	3680	27224
779	3684	27215
780	3687	27200
781	3690	27183
782	3699	27207
783	3702	27191
784	3705	27178
785	3714	27204
786	3718	27188
787	3722	27181
788	3727	27181
789	3734	27188
790	3737	27176
791	3742	27170
792	3746	27161
793	3749	27145
794	3755	27147
795	3763	27163
796	3766	27150
797	3770	27143
798	3775	27139
799	3780	27132
800	3788	27154
801	3793	27152
802	3798	27145
803	3802	27139
804	3806	27125
805	3812	27131
806	3815	27116
807	3819	27107
808	3824	27105
809	3828	27089
810	3834	27099
811	3841	27108
812	3845	27095
813	3849	27091
814	3854	27085
815	3859	27084
816	3866	27092
817	3869	27076
818	3873	27064
819	3876	27051
820	3881	27045
821	3884	27031
822	3890	27034
823	3893	27020
824	3898	27014
825	3902	27008
826	3905	26992
827	3909	26976
828	3913	26968
829	3917	26961
830	3920	26945
831	3924	26932
832	3928	26926
833	3932	26916
834	3939	26925
835	3947	26940
836	3950	26925
837	3953	26907
838	3956	26893
839	3961	26888
840	3964	26873
841	3970	26881
842	3975	26874
843	3979	26863
844	3983	26855
845	3987	26848
846	3993	26849
847	4001	26867
848	4006	26863
849	4011	26860
850	4019	26877
851	4027	26895
852	4030	26877
853	4035	26875
854	4038	26864
855	4042	26853
856	4045	26836
857	4049	26826
858	4055	26831
859	4059	26821
860	4063	26811
861	4068	26807
862	4072	26797
863	4077	26793
864	4080	26777
865	4083	26765
866	4086	26751
867	4090	26740
868	4093	26725
869	4100	26731
870	4106	26736
871	4110	26725
872	4114	26716
873	4120	26721
874	4125	26720
875	4130	26713
876	4133	26701
877	4137	26691
878	4140	26677
879	4145	26671
880	4153	26691
881	4157	26680
882	4164	26689
883	4168	26678
884	4171	26666
885	4175	26654
886	4179	26646
887	4182	26632
888	4186	26622
889	4191	26619
890	4196	26617
891	4200	26604
892	4204	26596
893	4208	26588
894	4211	26573
895	4220	26594
896	4224	26587
897	4228	26574
898	4231	26562
899	4235	26549
900	4239	26545
901	4243	26532
902	4250	26540
903	4254	26535
904	4257	26521
905	4261	26507
906	4264	26497
907	4269	26494
908	4274	26487
909	4277	26474
910	4281	26465
911	4287	26466
912	4293	26469
913	4296	26458
914	4300	26447
915	4304	26436
916	4307	26421
917	4311	26412
918	4318	26424
919	4321	26408
920	4324	26392
921	4329	26391
922	4334	26389
923	4338	26377
924	4342	26369
925	4346	26363
926	4351	26355
927	4354	26340
928	4358	26334
929	4363	26328
930	4368	26327
931	4371	26314
932	4376	26309
933	4381	26305
934	4386	26305
935	4390	26295
936	4394	26289
937	4397	26275
938	4401	26261
939	4404	26250
940	4408	26242
941	4413	26238
942	4417	26227
943	4420	26213
944	4423	26199
945	4427	26188
946	4430	26176
947	4433	26161
948	4441	26174
949	4446	26174
950	4449	26161
951	4452	26146
952	4456	26138
953	4461	26131
954	4464	26121
955	4470	26120
956	4473	26107
957	4478	26102
958	4481	26089
959	4485	26081
960	4493	26097
961	4501	26108
962	4505	26103
963	4510	26099
964	4513	26086
965	4520	26094
966	4524	26085
967	4528	26079
968	4533	26073
969	4536	26059
970	4540	26053
971	4544	26043
972	4549	26039
973	4553	26029
974	4556	26014
975	4561	26013
976	4565	26005
977	4569	25997
978	4573	25986
979	4576	25974
980	4580	25963
981	4588	25981
982	4595	25990
983	4614	26066
984	4623	26083
985	4633	26111
986	4641	26123
987	4646	26120
988	4649	26108
989	4655	26109
990	4659	26100
991	4663	26092
992	4668	26088
993	4674	26090
994	4677	26078
995	4686	26097
996	4692	26099
997	4698	26102
998	4714	26157
999	4720	26159
1000	4723	26149
1001	4728	26142
1002	4734	26144
1003	4738	26137
1004	4745	26144
1005	4753	26156
1006	4758	26156
1007	4763	26153
1008	4769	26153
1009	4774	26148
1010	4782	26166
1011	4787	26160
1012	4793	26162
1013	4798	26157
1014	4801	26147
1015	4807	26145
1016	4811	26139
1017	4818	26145
1018	4825	26152
1019	4831	26157
1020	4839	26171
1021	4843	26158
1022	4847	26150
1023	4850	26139
1024	4854	26127
1025	4857	26117
1026	4863	26115
1027	4867	26109
1028	4871	26101
1029	4876	26098
1030	4880	26087
1031	4883	26075
1032	4890	26079
1033	4895	26077
1034	4898	26065
1035	4902	26054
1036	4907	26049
1037	4912	26046
1038	4922	26070
1039	4927	26068
1040	4932	26063
1041	4941	26082
1042	4945	26076
1043	4951	26077
1044	4957	26075
1045	4960	26064
1046	4968	26075
1047	4972	26065
1048	4975	26055
1049	4980	26051
1050	4985	26047
1051	4989	26038
1052	4995	26038
1053	4999	26030
1054	5002	26019
1055	5005	26004
1056	5010	26001
1057	5015	25999
1058	5019	25988
1059	5022	25975
1060	5028	25974
1061	5034	25979
1062	5038	25968
1063	5043	25966
1064	5048	25962
1065	5052	25952
1066	5056	25943
1067	5059	25934
1068	5064	25927
1069	5068	25922
1070	5073	25917
1071	5078	25913
1072	5084	25917
1073	5091	25922
1074	5095	25913
1075	5098	25900
1076	5101	25885
1077	5105	25877
1078	5109	25868
1079	5114	25865
1080	5117	25853
1081	5121	25845
1082	5125	25836
1083	5128	25822
1084	5131	25809
1085	5136	25804
1086	5142	25809
1087	5149	25811
1088	5157	25823
1089	5161	25817
1090	5168	25821
1091	5173	25820
1092	5177	25809
1093	5180	25800
1094	5185	25794
1095	5188	25783
1096	5193	25778
1097	5199	25781
1098	5204	25775
1099	5208	25768
1100	5213	25764
1101	5218	25759
1102	5222	25751
1103	5227	25750
1104	5235	25760
1105	5238	25749
1106	5244	25748
1107	5247	25737
1108	5251	25726
1109	5256	25724
1110	5263	25728
1111	5266	25715
1112	5269	25704
1113	5274	25699
1114	5279	25696
1115	5283	25686
1116	5287	25680
1117	5292	25674
1118	5295	25664
1119	5299	25654
1120	5302	25643
1121	5307	25640
1122	5311	25632
1123	5316	25625
1124	5319	25615
1125	5325	25614
1126	5329	25608
1127	5333	25597
1128	5337	25592
1129	5342	25585
1130	5345	25575
1131	5349	25565
1132	5354	25563
1133	5360	25563
1134	5363	25550
1135	5367	25543
1136	5372	25538
1137	5375	25526
1138	5380	25522
1139	5384	25513
1140	5387	25503
1141	5390	25490
1142	5393	25477
1143	5397	25466
1144	5402	25462
1145	5405	25452
1146	5409	25442
1147	5412	25431
1148	5418	25433
1149	5423	25427
1150	5426	25416
1151	5431	25410
1152	5435	25406
1153	5439	25397
1154	5442	25385
1155	5448	25383
1156	5452	25377
1157	5456	25367
1158	5459	25359
1159	5465	25356
1160	5470	25352
1161	5475	25353
1162	5481	25354
1163	5485	25346
1164	5489	25336
1165	5500	25362
1166	5503	25350
1167	5508	25344
1168	5512	25338
1169	5516	25330
1170	5521	25323
1171	5528	25331
1172	5532	25321
1173	5535	25309
1174	5538	25296
1175	5542	25291
1176	5549	25297
1177	5552	25283
1178	5557	25281
1179	5561	25272
1180	5567	25271
1181	5571	25263
1182	5576	25259
1183	5580	25251
1184	5583	25239
1185	5587	25231
1186	5594	25240
1187	5597	25227
1188	5601	25218
1189	5606	25217
1190	5613	25222
1191	5617	25213
1192	5622	25207
1193	5626	25201
1194	5629	25189
1195	5633	25182
1196	5638	25176
1197	5641	25165
1198	5649	25176
1199	5655	25178
1200	5659	25169
1201	5666	25172
1202	5670	25164
1203	5673	25153
1204	5676	25143
1205	5682	25142
1206	5688	25144
1207	5698	25161
1208	5701	25151
1209	5705	25142
1210	5712	25147
1211	5717	25143
1212	5720	25132
1213	5724	25125
1214	5729	25119
1215	5737	25128
1216	5742	25126
1217	5747	25124
1218	5750	25111
1219	5754	25101
1220	5759	25098
1221	5763	25093
1222	5767	25081
1223	5770	25071
1224	5776	25070
1225	5780	25063
1226	5784	25057
1227	5791	25060
1228	5795	25054
1229	5799	25045
1230	5805	25045
1231	5811	25046
1232	5814	25035
1233	5819	25030
1234	5825	25033
1235	5829	25025
1236	5832	25014
1237	5837	25008
1238	5841	25003
1239	5846	24998
1240	5851	24994
1241	5857	24994
1242	5860	24982
1243	5863	24972
1244	5868	24967
1245	5873	24963
1246	5877	24956
1247	5881	24948
1248	5885	24941
1249	5889	24932
1250	5892	24923
1251	5897	24916
1252	5901	24909
1253	5905	24904
1254	5909	24895
1255	5914	24891
1256	5921	24894
1257	5925	24888
1258	5929	24882
1259	5933	24873
1260	5940	24877
1261	5942	24864
1262	5946	24854
1263	5951	24849
1264	5954	24839
1265	5958	24832
1266	5964	24832
1267	5968	24825
1268	5974	24823
1269	5981	24829
1270	5985	24822
1271	5993	24830
1272	5997	24822
1273	6005	24832
1274	6011	24832
1275	6015	24826
1276	6019	24816
1277	6023	24809
1278	6029	24812
1279	6032	24799
1280	6036	24793
1281	6041	24787
1282	6047	24788
1283	6050	24778
1284	6056	24775
1285	6059	24765
1286	6062	24754
1287	6065	24741
1288	6068	24732
1289	6075	24736
1290	6078	24725
1291	6082	24715
1292	6087	24714
1293	6091	24703
1294	6096	24701
1295	6100	24693
1296	6104	24687
1297	6107	24676
1298	6110	24664
1299	6113	24651
1300	6118	24646
1301	6124	24648
1302	6127	24636
1303	6130	24625
1304	6135	24622
1305	6138	24612
1306	6142	24602
1307	6145	24591
1308	6149	24584
1309	6153	24576
1310	6156	24564
1311	6159	24552
1312	6161	24538
1313	6166	24534
1314	6170	24528
1315	6174	24518
1316	6177	24507
1317	6181	24499
1318	6185	24492
1319	6188	24481
1320	6192	24473
1321	6196	24468
1322	6200	24459
1323	6204	24452
1324	6207	24439
1325	6211	24432
1326	6218	24438
1327	6221	24428
1328	6224	24416
1329	6228	24408
1330	6231	24397
1331	6235	24388
1332	6238	24377
1333	6241	24366
1334	6248	24371
1335	6251	24359
1336	6254	24349
1337	6258	24342
1338	6263	24339
1339	6267	24330
1340	6270	24319
1341	6275	24314
1342	6278	24305
1343	6281	24293
1344	6284	24281
1345	6287	24272
1346	6291	24263
1347	6297	24263
1348	6300	24252
1349	6304	24244
1350	6307	24236
1351	6311	24226
1352	6315	24222
1353	6319	24214
1354	6323	24206
1355	6327	24200
1356	6330	24189
1357	6336	24188
1358	6341	24183
1359	6347	24184
1360	6351	24179
1361	6357	24177
1362	6361	24170
1363	6364	24160
1364	6369	24158
1365	6373	24151
1366	6377	24143
1367	6382	24139
1368	6386	24130
1369	6389	24119
1370	6392	24111
1371	6395	24100
1372	6401	24099
1373	6404	24090
1374	6407	24079
1375	6411	24069
1376	6414	24060
1377	6417	24049
1378	6420	24038
1379	6423	24028
1380	6427	24022
1381	6431	24014
1382	6435	24004
1383	6439	23997
1384	6441	23985
1385	6445	23978
1386	6451	23979
1387	6454	23968
1388	6458	23958
1389	6462	23952
1390	6465	23941
1391	6468	23932
1392	6472	23924
1393	6477	23919
1394	6480	23909
1395	6483	23900
1396	6487	23891
1397	6491	23885
1398	6494	23876
1399	6498	23867
1400	6501	23857
1401	6504	23845
1402	6507	23835
1403	6510	23826
1404	6514	23817
1405	6517	23808
1406	6521	23802
1407	6526	23797
1408	6529	23787
1409	6532	23776
1410	6535	23764
1411	6539	23757
1412	6543	23751
1413	6547	23743
1414	6550	23733
1415	6554	23727
1416	6557	23717
1417	6560	23707
1418	6563	23696
1419	6566	23684
1420	6571	23680
1421	6575	23673
1422	6578	23663
1423	6581	23654
1424	6585	23648
1425	6589	23641
1426	6596	23643
1427	6600	23637
1428	6604	23629
1429	6607	23622
1430	6611	23612
1431	6614	23604
1432	6619	23598
1433	6623	23592
1434	6626	23581
1435	6628	23570
1436	6634	23567
1437	6637	23558
1438	6642	23555
1439	6646	23549
1440	6651	23543
1441	6654	23536
1442	6657	23524
1443	6660	23513
1444	6669	23523
1445	6672	23513
1446	6674	23502
1447	6678	23496
1448	6682	23488
1449	6685	23477
1450	6689	23469
1451	6692	23460
1452	6697	23455
1453	6700	23446
1454	6703	23436
1455	6706	23425
1456	6710	23419
1457	6713	23410
1458	6718	23405
1459	6720	23394
1460	6724	23385
1461	6728	23378
1462	6731	23369
1463	6734	23360
1464	6738	23352
1465	6743	23349
1466	6746	23340
1467	6749	23330
1468	6752	23319
1469	6756	23311
1470	6762	23313
1471	6766	23304
1472	6769	23294
1473	6773	23290
1474	6778	23284
1475	6781	23274
1476	6784	23264
1477	6788	23260
1478	6792	23251
1479	6795	23244
1480	6799	23234
1481	6802	23224
1482	6806	23218
1483	6809	23210
1484	6813	23202
1485	6816	23192
1486	6821	23189
1487	6825	23183
1488	6829	23176
1489	6832	23167
1490	6837	23164
1491	6841	23156
1492	6844	23146
1493	6847	23135
1494	6851	23130
1495	6855	23124
1496	6859	23117
1497	6862	23106
1498	6866	23100
1499	6870	23092
1500	6872	23082
1501	6878	23081
1502	6883	23078
1503	6887	23072
1504	6890	23062
1505	6893	23051
1506	6898	23049
1507	6904	23049
1508	6907	23040
1509	6910	23029
1510	6916	23028
1511	6919	23019
1512	6923	23011
1513	6926	23001
1514	6930	22995
1515	6936	22997
1516	6939	22988
1517	6943	22979
1518	6947	22973
1519	6951	22967
1520	6956	22963
1521	6960	22958
1522	6964	22952
1523	6968	22943
1524	6971	22933
1525	6973	22923
1526	6978	22917
1527	6982	22913
1528	6986	22905
1529	6989	22895
1530	6993	22891
1531	6997	22883
1532	7000	22874
1533	7004	22868
1534	7008	22861
1535	7012	22854
1536	7015	22845
1537	7018	22835
1538	7021	22825
1539	7027	22825
1540	7032	22823
1541	7035	22813
1542	7039	22807
1543	7043	22801
1544	7046	22791
1545	7050	22785
1546	7055	22779
1547	7058	22772
1548	7062	22764
1549	7065	22754
1550	7068	22744
1551	7072	22739
1552	7077	22736
1553	7081	22728
1554	7084	22719
1555	7088	22713
1556	7091	22705
1557	7095	22698
1558	7098	22689
1559	7101	22680
1560	7106	22674
1561	7109	22665
1562	7112	22655
1563	7114	22645
1564	7124	22656
1565	7127	22648
1566	7130	22638
1567	7134	22631
1568	7138	22625
1569	7141	22617
1570	7146	22614
1571	7151	22608
1572	7154	22600
1573	7157	22591
1574	7160	22581
1575	7165	22577
1576	7169	22572
1577	7174	22568
1578	7177	22559
1579	7181	22554
1580	7185	22547
1581	7189	22540
1582	7192	22532
1583	7196	22526
1584	7200	22519
1585	7203	22510
1586	7206	22501
1587	7209	22490
1588	7218	22501
1589	7221	22492
1590	7224	22481
1591	7228	22475
1592	7231	22467
1593	7235	22458
1594	7237	22449
1595	7240	22438
1596	7245	22434
1597	7251	22436
1598	7254	22427
1599	7258	22419
1600	7262	22413
1601	7268	22414
1602	7272	22407
1603	7278	22406
1604	7281	22397
1605	7283	22387
1606	7286	22375
1607	7290	22368
1608	7293	22361
1609	7299	22360
1610	7302	22351
1611	7306	22345
1612	7310	22338
1613	7316	22338
1614	7319	22329
1615	7323	22324
1616	7328	22319
1617	7331	22310
1618	7334	22302
1619	7339	22298
1620	7344	22297
1621	7347	22287
1622	7350	22277
1623	7355	22274
1624	7359	22267
1625	7363	22262
1626	7367	22255
1627	7371	22249
1628	7374	22241
1629	7377	22232
1630	7380	22222
1631	7384	22216
1632	7387	22208
1633	7392	22205
1634	7396	22197
1635	7400	22191
1636	7404	22186
1637	7408	22180
1638	7412	22174
1639	7416	22168
1640	7420	22161
1641	7424	22156
1642	7429	22152
1643	7437	22160
1644	7441	22153
1645	7448	22156
1646	7452	22149
1647	7459	22153
1648	7464	22147
1649	7468	22141
1650	7471	22133
1651	7474	22124
1652	7478	22118
1653	7482	22113
1654	7486	22106
1655	7489	22096
1656	7493	22092
1657	7497	22085
1658	7503	22084
1659	7507	22078
1660	7511	22073
1661	7514	22065
1662	7517	22056
1663	7520	22046
1664	7526	22047
1665	7530	22040
1666	7533	22032
1667	7536	22023
1668	7541	22018
1669	7544	22011
1670	7548	22003
1671	7551	21996
1672	7557	21993
1673	7560	21986
1674	7563	21977
1675	7566	21968
1676	7570	21962
1677	7574	21955
1678	7579	21954
1679	7582	21945
1680	7587	21939
1681	7590	21933
1682	7594	21926
1683	7597	21917
1684	7601	21912
