iter	Passed	Remaining
1685	7605	21905
1686	7608	21896
1687	7611	21887
1688	7614	21878
1689	7618	21873
1690	7623	21870
1691	7627	21862
1692	7630	21853
1693	7634	21847
1694	7637	21841
1695	7640	21832
1696	7643	21822
1697	7646	21813
1698	7650	21808
1699	7655	21805
1700	7658	21795
1701	7661	21787
1702	7667	21785
1703	7672	21783
1704	7675	21774
1705	7678	21765
1706	7682	21761
1707	7686	21753
1708	7689	21745
1709	7692	21735
1710	7696	21730
1711	7703	21732
1712	7706	21725
1713	7709	21716
1714	7727	21750
1715	7747	21788
1716	7752	21785
1717	7759	21787
1718	7768	21795
1719	7772	21789
1720	7775	21781
1721	7779	21775
1722	7783	21768
1723	7786	21759
1724	7788	21750
1725	7792	21742
1726	7795	21734
1727	7798	21727
1728	7802	21719
1729	7805	21710
1730	7809	21705
1731	7813	21699
1732	7816	21691
1733	7820	21683
1734	7823	21676
1735	7826	21667
1736	7829	21658
1737	7832	21649
1738	7835	21641
1739	7839	21634
1740	7843	21628
1741	7847	21624
1742	7850	21615
1743	7855	21610
1744	7860	21609
1745	7863	21600
1746	7867	21593
1747	7871	21589
1748	7874	21580
1749	7880	21578
1750	7883	21570
1751	7888	21566
1752	7892	21560
1753	7894	21551
1754	7897	21542
1755	7901	21534
1756	7905	21530
1757	7909	21524
1758	7913	21518
1759	7917	21512
1760	7921	21506
1761	7924	21499
1762	7927	21490
1763	7930	21481
1764	7935	21477
1765	7939	21472
1766	7943	21466
1767	7947	21460
1768	7952	21456
1769	7955	21448
1770	7961	21446
1771	7968	21450
1772	7972	21443
1773	7974	21434
1774	7977	21425
1775	7982	21420
1776	7987	21419
1777	7991	21411
1778	7994	21402
1779	7999	21400
1780	8002	21392
1781	8008	21391
1782	8012	21386
1783	8016	21379
1784	8019	21372
1785	8022	21364
1786	8025	21355
1787	8029	21349
1788	8033	21342
1789	8036	21335
1790	8040	21330
1791	8045	21325
1792	8049	21321
1793	8052	21313
1794	8056	21304
1795	8060	21299
1796	8067	21301
1797	8070	21294
1798	8073	21285
1799	8079	21283
1800	8082	21277
1801	8086	21270
1802	8090	21265
1803	8094	21260
1804	8097	21251
1805	8100	21243
1806	8104	21235
1807	8108	21230
1808	8113	21227
1809	8116	21219
1810	8119	21210
1811	8123	21205
1812	8126	21198
1813	8130	21191
1814	8133	21183
1815	8138	21179
1816	8141	21172
1817	8145	21165
1818	8148	21156
1819	8150	21146
1820	8154	21140
1821	8158	21136
1822	8162	21128
1823	8165	21120
1824	8169	21115
1825	8173	21108
1826	8177	21103
1827	8180	21096
1828	8184	21090
1829	8188	21084
1830	8192	21077
1831	8194	21068
1832	8197	21059
1833	8201	21054
1834	8206	21050
1835	8210	21044
1836	8213	21036
1837	8218	21033
1838	8221	21025
1839	8227	21025
1840	8231	21017
1841	8234	21011
1842	8238	21004
1843	8241	20996
1844	8244	20988
1845	8253	20996
1846	8256	20988
1847	8259	20978
1848	8263	20972
1849	8267	20967
1850	8270	20960
1851	8275	20956
1852	8280	20953
1853	8284	20946
1854	8287	20940
1855	8290	20930
1856	8295	20929
1857	8300	20926
1858	8303	20918
1859	8308	20913
1860	8312	20908
1861	8315	20901
1862	8320	20896
1863	8324	20891
1864	8328	20884
1865	8331	20876
1866	8334	20868
1867	8338	20862
1868	8347	20870
1869	8350	20861
1870	8352	20853
1871	8360	20857
1872	8366	20856
1873	8369	20847
1874	8373	20843
1875	8377	20836
1876	8380	20829
1877	8383	20820
1878	8388	20816
1879	8391	20808
1880	8397	20809
1881	8400	20801
1882	8404	20795
1883	8408	20789
1884	8413	20784
1885	8416	20777
1886	8421	20774
1887	8424	20767
1888	8427	20758
1889	8430	20750
1890	8435	20748
1891	8441	20746
1892	8444	20738
1893	8448	20732
1894	8452	20728
1895	8456	20723
1896	8460	20715
1897	8463	20709
1898	8468	20705
1899	8472	20700
1900	8475	20692
1901	8480	20687
1902	8486	20686
1903	8489	20679
1904	8492	20672
1905	8497	20667
1906	8500	20660
1907	8503	20652
1908	8506	20643
1909	8509	20635
1910	8514	20632
1911	8519	20629
1912	8522	20622
1913	8525	20615
1914	8530	20611
1915	8534	20604
1916	8538	20601
1917	8542	20595
1918	8546	20589
1919	8550	20582
1920	8552	20574
1921	8555	20565
1922	8559	20560
1923	8564	20557
1924	8568	20550
1925	8570	20541
1926	8575	20537
1927	8578	20529
1928	8581	20522
1929	8585	20516
1930	8589	20510
1931	8595	20509
1932	8598	20501
1933	8601	20493
1934	8605	20488
1935	8609	20482
1936	8613	20477
1937	8616	20469
1938	8619	20462
1939	8624	20457
1940	8627	20450
1941	8631	20445
1942	8636	20441
1943	8640	20435
1944	8644	20430
1945	8647	20422
1946	8650	20415
1947	8654	20409
1948	8660	20409
1949	8663	20402
1950	8668	20397
1951	8672	20392
1952	8676	20388
1953	8680	20381
1954	8684	20376
1955	8688	20370
1956	8691	20362
1957	8694	20355
1958	8698	20349
1959	8702	20343
1960	8705	20336
1961	8708	20328
1962	8711	20320
1963	8715	20315
1964	8719	20309
1965	8722	20303
1966	8726	20297
1967	8731	20292
1968	8735	20287
1969	8738	20280
1970	8741	20272
1971	8745	20267
1972	8749	20260
1973	8755	20261
1974	8759	20254
1975	8764	20251
1976	8767	20244
1977	8770	20236
1978	8772	20227
1979	8778	20225
1980	8782	20220
1981	8785	20213
1982	8788	20205
1983	8792	20200
1984	8796	20195
1985	8801	20191
1986	8804	20183
1987	8808	20178
1988	8813	20174
1989	8816	20166
1990	8819	20158
1991	8823	20154
1992	8828	20151
1993	8832	20146
1994	8836	20140
1995	8841	20136
1996	8845	20130
1997	8848	20125
1998	8853	20121
1999	8858	20117
2000	8861	20110
2001	8864	20102
2002	8867	20094
2003	8871	20090
2004	8878	20090
2005	8881	20083
2006	8885	20078
2007	8889	20072
2008	8892	20065
2009	8897	20060
2010	8901	20055
2011	8905	20051
2012	8909	20045
2013	8912	20037
2014	8915	20029
2015	8920	20027
2016	8926	20026
2017	8929	20018
2018	8934	20014
2019	8937	20008
2020	8943	20006
2021	8946	19999
2022	8951	19995
2023	8954	19989
2024	8957	19981
2025	8960	19973
2026	8964	19967
2027	8971	19969
2028	8974	19961
2029	8977	19955
2030	8982	19951
2031	8986	19945
2032	8992	19944
2033	8995	19936
2034	9000	19933
2035	9003	19926
2036	9006	19918
2037	9009	19911
2038	9013	19905
2039	9017	19899
2040	9021	19895
2041	9024	19888
2042	9030	19886
2043	9033	19879
2044	9037	19874
2045	9040	19867
2046	9046	19864
2047	9049	19857
2048	9052	19850
2049	9055	19842
2050	9060	19838
2051	9065	19835
2052	9068	19828
2053	9071	19820
2054	9076	19817
2055	9080	19812
2056	9085	19809
2057	9088	19801
2058	9093	19799
2059	9097	19792
2060	9100	19785
2061	9103	19777
2062	9113	19785
2063	9116	19778
2064	9119	19770
2065	9124	19767
2066	9128	19762
2067	9131	19754
2068	9134	19748
2069	9140	19746
2070	9144	19742
2071	9147	19734
2072	9151	19727
2073	9155	19724
2074	9162	19725
2075	9165	19717
2076	9170	19713
2077	9173	19706
2078	9176	19700
2079	9180	19694
2080	9190	19700
2081	9193	19693
2082	9196	19685
2083	9199	19678
2084	9204	19675
2085	9207	19668
2086	9213	19666
2087	9217	19661
2088	9221	19656
2089	9224	19650
2090	9227	19642
2091	9232	19638
2092	9235	19631
2093	9239	19626
2094	9242	19619
2095	9246	19613
2096	9251	19609
2097	9254	19603
2098	9259	19598
2099	9262	19592
2100	9266	19587
2101	9269	19580
2102	9272	19572
2103	9275	19565
2104	9280	19561
2105	9286	19560
2106	9289	19553
2107	9292	19546
2108	9297	19542
2109	9301	19536
2110	9306	19533
2111	9310	19528
2112	9313	19522
2113	9317	19515
2114	9320	19508
2115	9323	19501
2116	9327	19496
2117	9333	19496
2118	9337	19490
2119	9344	19490
2120	9347	19484
2121	9351	19479
2122	9355	19472
2123	9358	19466
2124	9363	19462
2125	9366	19455
2126	9369	19448
2127	9374	19444
2128	9380	19444
2129	9384	19438
2130	9388	19433
2131	9392	19428
2132	9398	19426
2133	9401	19419
2134	9405	19414
2135	9408	19407
2136	9412	19402
2137	9415	19394
2138	9419	19389
2139	9423	19383
2140	9429	19382
2141	9431	19374
2142	9435	19369
2143	9439	19362
2144	9442	19356
2145	9448	19355
2146	9453	19351
2147	9456	19345
2148	9460	19338
2149	9463	19331
2150	9467	19327
2151	9470	19320
2152	9476	19317
2153	9479	19311
2154	9484	19307
2155	9488	19301
2156	9491	19295
2157	9495	19290
2158	9500	19286
2159	9504	19280
2160	9507	19274
2161	9509	19266
2162	9514	19261
2163	9518	19255
2164	9524	19256
2165	9527	19249
2166	9533	19248
2167	9538	19243
2168	9540	19235
2169	9543	19227
2170	9551	19230
2171	9554	19224
2172	9558	19217
2173	9562	19213
2174	9566	19208
2175	9571	19203
2176	9574	19196
2177	9579	19193
2178	9582	19186
2179	9585	19179
2180	9588	19172
2181	9590	19163
2182	9595	19159
2183	9598	19153
2184	9602	19148
2185	9606	19142
2186	9611	19138
2187	9614	19132
2188	9620	19130
2189	9624	19125
2190	9628	19121
2191	9632	19115
2192	9635	19108
2193	9638	19101
2194	9644	19099
2195	9648	19095
2196	9651	19087
2197	9654	19081
2198	9659	19076
2199	9662	19070
2200	9665	19063
2201	9669	19057
2202	9673	19052
2203	9677	19047
2204	9680	19040
2205	9683	19032
2206	9687	19027
2207	9691	19022
2208	9695	19017
2209	9698	19010
2210	9701	19003
2211	9706	19000
2212	9709	18994
2213	9713	18987
2214	9716	18981
2215	9721	18978
2216	9724	18971
2217	9728	18965
2218	9731	18957
2219	9735	18953
2220	9738	18947
2221	9744	18945
2222	9747	18938
2223	9752	18934
2224	9756	18929
2225	9760	18925
2226	9764	18919
2227	9769	18916
2228	9772	18910
2229	9775	18902
2230	9778	18895
2231	9782	18890
2232	9786	18885
2233	9790	18879
2234	9793	18873
2235	9797	18868
2236	9802	18863
2237	9807	18861
2238	9811	18855
2239	9815	18850
2240	9818	18844
2241	9821	18837
2242	9824	18830
2243	9828	18825
2244	9833	18821
2245	9837	18816
2246	9840	18809
2247	9844	18805
2248	9848	18799
2249	9852	18794
2250	9856	18789
2251	9861	18785
2252	9864	18779
2253	9868	18772
2254	9871	18766
2255	9874	18759
2256	9879	18756
2257	9883	18751
2258	9886	18745
2259	9889	18738
2260	9894	18734
2261	9898	18728
2262	9900	18721
2263	9903	18713
2264	9907	18708
2265	9912	18704
2266	9915	18698
2267	9918	18691
2268	9923	18688
2269	9927	18683
2270	9931	18677
2271	9934	18670
2272	9937	18664
2273	9942	18659
2274	9945	18654
2275	9948	18647
2276	9951	18639
2277	9955	18635
2278	9962	18636
2279	9966	18630
2280	9971	18626
2281	9975	18621
2282	9978	18615
2283	9983	18612
2284	9988	18608
2285	9992	18603
2286	9995	18596
2287	9998	18589
2288	10001	18583
2289	10005	18578
2290	10009	18572
2291	10013	18567
2292	10017	18563
2293	10021	18557
2294	10024	18551
2295	10029	18546
2296	10032	18540
2297	10036	18535
2298	10039	18529
2299	10042	18522
2300	10045	18514
2301	10049	18510
2302	10054	18507
2303	10058	18500
2304	10061	18494
2305	10066	18491
2306	10069	18485
2307	10074	18480
2308	10077	18475
2309	10082	18472
2310	10086	18466
2311	10089	18459
2312	10092	18452
2313	10097	18450
2314	10104	18449
2315	10107	18443
2316	10111	18438
2317	10115	18432
2318	10120	18429
2319	10123	18423
2320	10127	18418
2321	10131	18413
2322	10134	18406
2323	10142	18408
2324	10148	18407
2325	10151	18400
2326	10154	18393
2327	10158	18388
2328	10163	18385
2329	10167	18379
2330	10170	18373
2331	10176	18371
2332	10179	18365
2333	10182	18358
2334	10185	18350
2335	10189	18346
2336	10196	18347
2337	10199	18339
2338	10202	18332
2339	10207	18329
2340	10210	18323
2341	10216	18321
2342	10220	18316
2343	10224	18311
2344	10228	18305
2345	10230	18298
2346	10233	18291
2347	10239	18289
2348	10243	18285
2349	10246	18278
2350	10250	18272
2351	10255	18269
2352	10258	18263
2353	10264	18261
2354	10268	18257
2355	10271	18250
2356	10275	18244
2357	10278	18237
2358	10281	18230
2359	10286	18227
2360	10291	18224
2361	10294	18218
2362	10298	18212
2363	10302	18207
2364	10306	18202
2365	10311	18200
2366	10315	18194
2367	10319	18189
2368	10324	18186
2369	10327	18180
2370	10332	18176
2371	10336	18171
2372	10339	18165
2373	10342	18158
2374	10346	18153
2375	10351	18149
2376	10354	18143
2377	10356	18135
2378	10361	18131
2379	10366	18128
2380	10370	18123
2381	10373	18116
2382	10378	18113
2383	10383	18110
2384	10387	18104
2385	10390	18098
2386	10394	18094
2387	10398	18087
2388	10401	18082
2389	10404	18075
2390	10409	18071
2391	10413	18067
2392	10417	18061
2393	10420	18055
2394	10424	18050
2395	10428	18045
2396	10431	18039
2397	10435	18033
2398	10439	18028
2399	10443	18023
2400	10447	18018
2401	10449	18010
2402	10452	18003
2403	10457	18000
2404	10463	17999
2405	10466	17992
2406	10470	17986
2407	10473	17981
2408	10476	17974
2409	10480	17969
2410	10484	17963
2411	10488	17958
2412	10491	17953
2413	10494	17946
2414	10497	17939
2415	10502	17936
2416	10509	17936
2417	10512	17930
2418	10515	17923
2419	10520	17919
2420	10524	17914
2421	10528	17910
2422	10532	17905
2423	10536	17900
2424	10539	17893
2425	10542	17887
2426	10545	17879
2427	10549	17874
2428	10553	17870
2429	10559	17867
2430	10562	17861
2431	10567	17858
2432	10570	17852
2433	10574	17846
2434	10577	17840
2435	10581	17836
2436	10585	17831
2437	10588	17824
2438	10591	17817
2439	10595	17811
2440	10599	17807
2441	10604	17803
2442	10606	17796
2443	10610	17791
2444	10614	17786
2445	10618	17780
2446	10621	17775
2447	10625	17770
2448	10630	17765
2449	10633	17759
2450	10636	17752
2451	10638	17745
2452	10642	17740
2453	10646	17735
2454	10653	17734
2455	10655	17728
2456	10660	17724
2457	10664	17718
2458	10667	17713
2459	10671	17707
2460	10675	17703
2461	10679	17697
2462	10682	17691
2463	10685	17684
2464	10690	17681
2465	10697	17681
2466	10701	17676
2467	10705	17671
2468	10709	17667
2469	10712	17661
2470	10715	17654
2471	10718	17647
2472	10726	17649
2473	10730	17643
2474	10733	17637
2475	10738	17634
2476	10742	17630
2477	10747	17625
2478	10756	17629
2479	10761	17626
2480	10765	17621
2481	10769	17616
2482	10773	17611
2483	10777	17605
2484	10780	17599
2485	10784	17595
2486	10788	17590
2487	10792	17584
2488	10795	17579
2489	10799	17573
2490	10802	17566
2491	10805	17561
2492	10808	17555
2493	10811	17548
2494	10814	17542
2495	10817	17535
2496	10820	17528
2497	10823	17521
2498	10826	17515
2499	10829	17509
2500	10833	17503
2501	10836	17497
2502	10842	17495
2503	10845	17489
2504	10850	17486
2505	10854	17481
2506	10859	17478
2507	10864	17475
2508	10869	17471
2509	10872	17465
2510	10877	17461
2511	10882	17458
2512	10885	17451
2513	10887	17444
2514	10890	17438
2515	10893	17431
2516	10896	17425
2517	10903	17425
2518	10906	17418
2519	10910	17413
2520	10914	17408
2521	10920	17406
2522	10924	17401
2523	10927	17396
2524	10931	17390
2525	10934	17384
2526	10937	17378
2527	10942	17374
2528	10949	17374
2529	10952	17368
2530	10956	17363
2531	10960	17358
2532	10963	17352
2533	10968	17349
2534	10973	17344
2535	10978	17341
2536	10981	17335
2537	10983	17327
2538	10986	17322
2539	10990	17317
2540	10996	17314
2541	10999	17307
2542	11002	17302
2543	11007	17298
2544	11013	17296
2545	11016	17290
2546	11025	17293
2547	11028	17287
2548	11031	17280
2549	11036	17278
2550	11043	17277
2551	11049	17274
2552	11056	17275
2553	11060	17270
2554	11068	17271
2555	11072	17266
2556	11075	17261
2557	11079	17255
2558	11085	17254
2559	11090	17251
2560	11093	17245
2561	11097	17240
2562	11102	17235
2563	11106	17230
2564	11113	17231
2565	11117	17226
2566	11120	17220
2567	11123	17213
2568	11126	17207
2569	11131	17204
2570	11135	17199
2571	11139	17193
2572	11142	17187
2573	11146	17183
2574	11150	17178
2575	11156	17176
2576	11160	17171
2577	11164	17166
2578	11167	17159
2579	11170	17154
2580	11173	17147
2581	11177	17142
2582	11179	17135
2583	11185	17133
2584	11188	17127
2585	11193	17122
2586	11197	17118
2587	11200	17111
2588	11202	17105
2589	11206	17099
2590	11211	17095
2591	11215	17090
2592	11218	17084
2593	11221	17078
2594	11226	17075
2595	11229	17069
2596	11232	17063
2597	11236	17057
2598	11240	17052
2599	11243	17046
2600	11247	17042
2601	11250	17035
2602	11254	17030
2603	11257	17025
2604	11262	17021
2605	11265	17015
2606	11269	17010
2607	11273	17004
2608	11276	16998
2609	11280	16994
2610	11285	16990
2611	11289	16986
2612	11293	16980
2613	11295	16973
2614	11298	16967
2615	11303	16963
2616	11307	16958
2617	11310	16953
2618	11313	16946
2619	11318	16942
2620	11322	16938
2621	11325	16931
2622	11329	16927
2623	11334	16923
2624	11337	16918
2625	11341	16912
2626	11344	16906
2627	11348	16902
2628	11353	16898
2629	11357	16893
2630	11360	16887
2631	11364	16883
2632	11368	16877
2633	11374	16876
2634	11378	16871
2635	11382	16866
2636	11385	16860
2637	11388	16853
2638	11390	16846
2639	11395	16843
2640	11402	16841
2641	11405	16836
2642	11409	16831
2643	11413	16826
2644	11416	16820
2645	11422	16818
2646	11426	16814
2647	11430	16809
2648	11434	16803
2649	11436	16797
2650	11439	16791
2651	11444	16786
2652	11449	16784
2653	11452	16777
2654	11456	16772
2655	11459	16767
2656	11463	16761
2657	11466	16755
2658	11472	16753
2659	11480	16754
2660	11482	16747
2661	11485	16741
2662	11490	16737
2663	11496	16735
2664	11499	16729
2665	11503	16724
2666	11508	16720
2667	11511	16715
2668	11516	16711
2669	11520	16707
2670	11524	16701
2671	11527	16696
2672	11530	16690
2673	11533	16684
2674	11538	16680
2675	11545	16679
2676	11547	16672
2677	11554	16672
2678	11558	16667
2679	11561	16660
2680	11564	16654
2681	11568	16649
2682	11572	16644
2683	11576	16639
2684	11578	16633
2685	11582	16627
2686	11586	16623
2687	11591	16619
2688	11594	16612
2689	11598	16608
2690	11603	16605
2691	11606	16599
2692	11608	16591
2693	11611	16585
2694	11615	16581
2695	11622	16580
2696	11626	16574
2697	11630	16570
2698	11633	16565
2699	11638	16560
2700	11641	16555
2701	11645	16550
2702	11649	16545
2703	11653	16540
2704	11656	16534
2705	11659	16528
2706	11663	16524
2707	11667	16518
2708	11670	16512
2709	11673	16506
2710	11677	16501
2711	11680	16496
2712	11684	16490
2713	11688	16485
2714	11693	16482
2715	11696	16477
2716	11699	16470
2717	11702	16464
2718	11705	16458
2719	11710	16455
2720	11715	16451
2721	11718	16445
2722	11721	16438
2723	11727	16436
2724	11733	16435
2725	11736	16429
2726	11740	16425
2727	11745	16421
2728	11748	16414
2729	11751	16408
2730	11753	16402
2731	11758	16397
2732	11762	16393
2733	11765	16387
2734	11768	16381
2735	11773	16378
2736	11777	16373
2737	11781	16368
2738	11784	16362
2739	11790	16359
2740	11793	16354
2741	11796	16348
2742	11799	16342
2743	11804	16338
2744	11809	16335
2745	11812	16329
2746	11817	16325
2747	11821	16321
2748	11825	16316
2749	11829	16311
2750	11831	16304
2751	11836	16300
2752	11840	16295
2753	11843	16289
2754	11845	16283
2755	11849	16278
2756	11853	16273
2757	11859	16271
2758	11863	16266
2759	11867	16262
2760	11871	16256
2761	11875	16252
2762	11878	16246
2763	11882	16242
2764	11886	16237
2765	11889	16231
2766	11892	16224
2767	11896	16219
2768	11903	16219
2769	11906	16213
2770	11909	16207
2771	11913	16202
2772	11917	16197
2773	11922	16194
2774	11925	16188
2775	11929	16183
2776	11932	16177
2777	11935	16172
2778	11938	16166
2779	11941	16159
2780	11946	16156
2781	11952	16154
2782	11955	16148
2783	11958	16142
2784	11962	16138
2785	11967	16133
2786	11969	16127
2787	11972	16121
2788	11977	16117
2789	11983	16114
2790	11986	16109
2791	11989	16103
2792	11994	16099
2793	11999	16097
2794	12003	16091
2795	12007	16087
2796	12011	16082
2797	12014	16076
2798	12017	16070
2799	12020	16065
2800	12025	16061
2801	12032	16060
2802	12035	16054
2803	12042	16053
2804	12048	16051
2805	12051	16045
2806	12055	16040
2807	12059	16036
2808	12062	16030
2809	12065	16024
2810	12069	16019
2811	12073	16015
2812	12078	16011
2813	12081	16005
2814	12085	16000
2815	12089	15995
2816	12092	15990
2817	12096	15985
2818	12099	15979
2819	12102	15973
2820	12106	15968
2821	12109	15963
2822	12112	15957
2823	12115	15951
2824	12119	15946
2825	12124	15942
2826	12127	15936
2827	12136	15939
2828	12140	15934
2829	12146	15931
2830	12151	15928
2831	12154	15923
2832	12157	15917
2833	12160	15910
2834	12165	15906
2835	12171	15904
2836	12174	15899
2837	12177	15893
2838	12182	15889
2839	12187	15886
2840	12191	15881
2841	12195	15877
2842	12199	15872
2843	12203	15867
2844	12206	15861
2845	12209	15855
2846	12215	15853
2847	12221	15851
2848	12224	15845
2849	12228	15841
2850	12232	15836
2851	12236	15831
2852	12240	15826
2853	12244	15822
2854	12247	15817
2855	12251	15811
2856	12254	15806
2857	12257	15800
2858	12262	15796
2859	12266	15791
2860	12269	15785
2861	12272	15779
2862	12277	15777
2863	12281	15772
2864	12285	15767
2865	12288	15761
2866	12293	15757
2867	12301	15758
2868	12303	15751
2869	12308	15747
2870	12314	15746
2871	12317	15740
2872	12320	15734
2873	12324	15729
2874	12329	15725
2875	12332	15720
2876	12335	15713
2877	12339	15708
2878	12345	15707
2879	12348	15702
2880	12351	15695
2881	12355	15691
2882	12360	15686
2883	12365	15683
2884	12368	15677
2885	12372	15674
2886	12377	15669
2887	12380	15663
2888	12383	15657
2889	12387	15653
2890	12394	15652
2891	12397	15647
2892	12400	15641
2893	12408	15641
2894	12412	15636
2895	12414	15629
2896	12418	15625
2897	12422	15620
2898	12425	15614
2899	12428	15608
2900	12431	15602
2901	12436	15598
2902	12441	15595
2903	12444	15590
2904	12447	15584
2905	12452	15580
2906	12455	15575
2907	12458	15569
2908	12464	15566
2909	12471	15566
2910	12474	15560
2911	12477	15554
2912	12482	15550
2913	12486	15546
2914	12489	15540
2915	12493	15534
2916	12497	15530
2917	12500	15525
2918	12504	15520
2919	12507	15514
2920	12512	15511
2921	12516	15506
2922	12519	15500
2923	12522	15494
2924	12525	15488
2925	12530	15484
2926	12533	15480
2927	12537	15474
2928	12540	15468
2929	12544	15464
2930	12548	15459
2931	12551	15453
2932	12554	15448
2933	12559	15445
2934	12563	15440
2935	12567	15434
2936	12569	15428
2937	12572	15422
2938	12578	15420
2939	12582	15415
2940	12586	15410
2941	12590	15406
2942	12594	15401
2943	12597	15396
2944	12602	15392
2945	12606	15387
2946	12610	15383
2947	12613	15377
2948	12616	15372
2949	12619	15365
2950	12624	15362
2951	12628	15357
2952	12631	15352
2953	12634	15346
2954	12639	15343
2955	12643	15338
2956	12647	15333
2957	12650	15328
2958	12657	15326
2959	12660	15321
2960	12663	15315
2961	12666	15309
2962	12670	15304
2963	12674	15299
2964	12679	15297
2965	12683	15291
2966	12687	15287
2967	12691	15282
2968	12697	15280
2969	12701	15275
2970	12704	15270
2971	12708	15265
2972	12711	15260
2973	12714	15254
2974	12720	15251
2975	12725	15248
2976	12728	15243
2977	12732	15238
2978	12736	15233
2979	12740	15228
2980	12743	15222
2981	12746	15217
2982	12755	15218
2983	12759	15213
2984	12762	15207
2985	12766	15203
2986	12771	15200
2987	12775	15195
2988	12778	15189
2989	12783	15186
2990	12786	15180
2991	12789	15175
2992	12792	15169
2993	12796	15164
2994	12803	15163
2995	12806	15157
2996	12810	15152
2997	12817	15151
2998	12821	15146
2999	12824	15141
3000	12828	15136
3001	12832	15132
3002	12835	15126
3003	12838	15120
3004	12841	15114
3005	12847	15112
3006	12852	15108
3007	12855	15103
3008	12859	15098
3009	12863	15094
3010	12869	15092
3011	12872	15086
3012	12878	15083
3013	12881	15078
3014	12884	15072
3015	12886	15066
3016	12890	15060
3017	12894	15056
3018	12899	15053
3019	12902	15047
3020	12907	15043
3021	12910	15038
3022	12914	15033
3023	12917	15028
3024	12922	15024
3025	12926	15019
3026	12930	15014
3027	12933	15008
3028	12935	15002
3029	12940	14999
3030	12947	14998
3031	12950	14992
3032	12954	14988
3033	12958	14983
3034	12964	14980
3035	12967	14974
3036	12972	14972
3037	12976	14966
3038	12979	14960
3039	12981	14954
3040	12991	14956
3041	12994	14950
3042	12997	14945
3043	13001	14940
3044	13005	14936
3045	13009	14931
3046	13014	14928
3047	13019	14924
3048	13022	14918
3049	13026	14914
3050	13029	14908
3051	13033	14903
3052	13041	14903
3053	13044	14898
3054	13049	14895
3055	13053	14890
3056	13056	14884
3057	13060	14880
3058	13065	14876
3059	13068	14871
3060	13071	14865
3061	13074	14859
3062	13077	14853
3063	13081	14849
3064	13085	14844
3065	13090	14841
3066	13093	14835
3067	13098	14831
3068	13102	14827
3069	13105	14821
3070	13108	14815
3071	13112	14811
3072	13117	14807
3073	13120	14802
3074	13123	14796
3075	13128	14792
3076	13132	14788
3077	13139	14787
3078	13143	14782
3079	13147	14778
3080	13151	14773
3081	13154	14767
3082	13157	14762
3083	13162	14759
3084	13169	14757
3085	13171	14751
3086	13176	14746
3087	13179	14742
3088	13183	14737
3089	13187	14732
3090	13191	14728
3091	13195	14723
3092	13199	14718
3093	13201	14712
3094	13204	14706
3095	13209	14703
3096	13214	14699
3097	13217	14694
3098	13220	14688
3099	13225	14684
3100	13228	14679
3101	13231	14673
3102	13238	14671
3103	13242	14667
3104	13245	14662
3105	13248	14656
3106	13251	14650
3107	13257	14647
3108	13263	14646
3109	13267	14640
3110	13270	14635
3111	13274	14631
3112	13278	14626
3113	13284	14624
3114	13289	14620
3115	13292	14614
3116	13295	14609
3117	13298	14603
3118	13302	14599
3119	13306	14594
3120	13311	14591
3121	13314	14585
3122	13319	14581
3123	13322	14576
3124	13329	14574
3125	13334	14571
3126	13337	14566
3127	13341	14560
3128	13344	14555
3129	13347	14549
3130	13358	14553
3131	13361	14547
3132	13364	14541
3133	13368	14537
3134	13372	14532
3135	13375	14526
3136	13381	14525
3137	13385	14520
3138	13390	14516
3139	13393	14511
3140	13398	14507
3141	13401	14502
3142	13407	14499
3143	13410	14493
3144	13415	14490
3145	13419	14485
3146	13422	14480
3147	13425	14474
3148	13431	14471
3149	13434	14467
3150	13438	14461
3151	13441	14455
3152	13445	14451
3153	13449	14446
3154	13453	14442
3155	13456	14436
3156	13459	14431
3157	13464	14428
3158	13468	14423
3159	13470	14417
3160	13473	14411
3161	13481	14411
3162	13484	14405
3163	13487	14400
3164	13491	14395
3165	13495	14390
3166	13499	14386
3167	13503	14381
3168	13507	14376
3169	13511	14372
3170	13515	14367
3171	13518	14362
3172	13521	14356
3173	13526	14353
3174	13531	14349
3175	13534	14344
3176	13537	14339
3177	13542	14335
3178	13546	14330
3179	13551	14327
3180	13555	14322
3181	13559	14317
3182	13563	14313
3183	13566	14307
3184	13569	14302
3185	13574	14298
3186	13580	14296
3187	13583	14290
3188	13587	14286
3189	13591	14281
3190	13594	14276
3191	13598	14272
3192	13604	14268
3193	13607	14263
3194	13610	14258
3195	13613	14252
3196	13617	14247
3197	13621	14243
3198	13625	14238
3199	13628	14233
3200	13633	14229
3201	13637	14225
3202	13641	14220
3203	13644	14215
3204	13648	14210
3205	13652	14206
3206	13655	14200
3207	13658	14195
3208	13661	14189
3209	13666	14185
3210	13670	14181
3211	13673	14175
3212	13678	14172
3213	13682	14167
3214	13687	14163
3215	13691	14160
3216	13700	14160
3217	13707	14158
3218	13716	14159
3219	13721	14155
3220	13725	14151
3221	13731	14148
3222	13735	14144
3223	13739	14140
3224	13744	14136
3225	13749	14132
3226	13752	14127
3227	13758	14125
3228	13763	14121
3229	13767	14116
3230	13770	14111
3231	13774	14106
3232	13777	14101
3233	13781	14096
3234	13784	14091
3235	13788	14086
3236	13791	14080
3237	13794	14075
3238	13797	14069
