iter	RMSE
1665	2601.55731
1666	2601.422379
1667	2601.315928
1668	2601.312388
1669	2601.163279
1670	2600.997868
1671	2600.848221
1672	2600.714866
1673	2600.492639
1674	2600.246932
1675	2600.190073
1676	2599.99501
1677	2599.762862
1678	2599.746326
1679	2599.600082
1680	2599.4782
1681	2599.319012
1682	2599.186292
1683	2599.058522
1684	2598.981168
1685	2598.775599
1686	2598.533822
1687	2598.46608
1688	2598.213504
1689	2597.931189
1690	2597.79253
1691	2597.527686
1692	2597.26362
1693	2596.980931
1694	2596.8531
1695	2596.802061
1696	2596.798771
1697	2596.633058
1698	2596.629721
1699	2596.505408
1700	2596.337663
1701	2596.084003
1702	2595.857908
1703	2595.730792
1704	2595.556339
1705	2595.344536
1706	2595.120075
1707	2595.080665
1708	2594.981635
1709	2594.755209
1710	2594.721459
1711	2594.54354
1712	2594.274943
1713	2594.168838
1714	2593.946177
1715	2593.911572
1716	2593.87901
1717	2593.616799
1718	2593.494147
1719	2593.283943
1720	2593.185829
1721	2592.998191
1722	2592.954687
1723	2592.812203
1724	2592.723068
1725	2592.633229
1726	2592.156938
1727	2592.016368
1728	2591.753287
1729	2591.568327
1730	2591.462582
1731	2591.197411
1732	2590.972717
1733	2590.888116
1734	2590.702376
1735	2590.530446
1736	2590.524999
1737	2590.349931
1738	2590.061252
1739	2589.805861
1740	2589.802275
1741	2589.687243
1742	2589.653612
1743	2589.445062
1744	2589.283438
1745	2589.279844
1746	2589.198331
1747	2588.966529
1748	2588.963525
1749	2588.879016
1750	2588.755104
1751	2588.489651
1752	2588.337812
1753	2588.199519
1754	2588.05879
1755	2587.769884
1756	2587.551948
1757	2587.364593
1758	2587.305341
1759	2587.036909
1760	2586.936261
1761	2586.839299
1762	2586.803315
1763	2586.485194
1764	2586.328701
1765	2586.27184
1766	2585.904765
1767	2585.835995
1768	2585.833054
1769	2585.658502
1770	2585.493133
1771	2585.201384
1772	2585.144006
1773	2584.830117
1774	2584.756687
1775	2584.624565
1776	2584.56037
1777	2584.375898
1778	2584.130309
1779	2583.834686
1780	2583.831782
1781	2583.720722
1782	2583.687667
1783	2583.515613
1784	2583.406855
1785	2583.228795
1786	2583.040907
1787	2582.89448
1788	2582.796326
1789	2582.662016
1790	2582.351958
1791	2582.297548
1792	2582.200047
1793	2582.072556
1794	2581.621214
1795	2581.515906
1796	2581.273767
1797	2581.21854
1798	2581.007189
1799	2580.892228
1800	2580.678883
1801	2580.511659
1802	2580.380379
1803	2580.206234
1804	2580.166589
1805	2580.150681
1806	2580.147031
1807	2580.111365
1808	2579.910438
1809	2579.796123
1810	2579.793371
1811	2579.725532
1812	2579.542092
1813	2579.441084
1814	2579.210365
1815	2579.01483
1816	2578.80667
1817	2578.79013
1818	2578.688659
1819	2578.685969
1820	2578.410258
1821	2578.332444
1822	2578.219066
1823	2578.046974
1824	2577.98309
1825	2577.673366
1826	2577.527862
1827	2577.297329
1828	2577.027197
1829	2576.83808
1830	2576.802684
1831	2576.687619
1832	2576.684988
1833	2576.639222
1834	2576.534903
1835	2576.283846
1836	2576.128035
1837	2575.917963
1838	2575.706085
1839	2575.68861
1840	2575.577236
1841	2575.573365
1842	2575.516442
1843	2575.240087
1844	2575.135241
1845	2574.978881
1846	2574.882152
1847	2574.689719
1848	2574.162465
1849	2573.77278
1850	2573.700311
1851	2573.473916
1852	2573.388046
1853	2573.222381
1854	2573.008726
1855	2572.832234
1856	2572.796797
1857	2572.659932
1858	2572.329092
1859	2572.156625
1860	2572.062262
1861	2571.896021
1862	2571.794062
1863	2571.414438
1864	2571.41061
1865	2571.407604
1866	2571.344189
1867	2571.149104
1868	2571.081758
1869	2571.022406
1870	2570.773346
1871	2570.520177
1872	2570.42918
1873	2570.25292
1874	2570.249953
1875	2570.235294
1876	2570.098271
1877	2569.844537
1878	2569.595215
1879	2569.454655
1880	2568.996357
1881	2568.68541
1882	2568.489319
1883	2568.377659
1884	2568.175288
1885	2568.015518
1886	2567.905208
1887	2567.78756
1888	2567.738129
1889	2567.584508
1890	2567.528585
1891	2567.40119
1892	2567.172281
1893	2567.004583
1894	2566.755548
1895	2566.689649
1896	2566.537522
1897	2566.249512
1898	2566.210352
1899	2566.015271
1900	2565.819247
1901	2565.652969
1902	2565.339996
1903	2565.274723
1904	2564.967977
1905	2564.909612
1906	2564.790974
1907	2564.680372
1908	2564.470479
1909	2564.303842
1910	2564.116249
1911	2563.974446
1912	2563.618142
1913	2563.40281
1914	2563.331623
1915	2563.233141
1916	2562.989103
1917	2562.90787
1918	2562.753766
1919	2562.683996
1920	2562.680709
1921	2562.491449
1922	2562.423946
1923	2562.226795
1924	2562.020514
1925	2561.969328
1926	2561.840009
1927	2561.837279
1928	2561.808712
1929	2561.636211
1930	2561.296524
1931	2561.063273
1932	2560.612062
1933	2560.446025
1934	2560.214137
1935	2560.058105
1936	2560.006442
1937	2559.923931
1938	2559.707862
1939	2559.539147
1940	2559.266481
1941	2559.01339
1942	2558.690286
1943	2558.511787
1944	2558.445854
1945	2558.345806
1946	2558.222671
1947	2558.053479
1948	2557.943891
1949	2557.693416
1950	2557.627482
1951	2557.50281
1952	2557.500181
1953	2557.382085
1954	2557.271088
1955	2557.067778
1956	2556.980736
1957	2556.864389
1958	2556.733464
1959	2556.636287
1960	2556.397154
1961	2556.224066
1962	2556.131778
1963	2555.870648
1964	2555.803611
1965	2555.598383
1966	2555.572692
1967	2555.321577
1968	2555.227117
1969	2555.055364
1970	2554.851206
1971	2554.573751
1972	2554.48703
1973	2554.186431
1974	2553.950598
1975	2553.801206
1976	2553.655529
1977	2553.517178
1978	2553.435342
1979	2553.252101
1980	2553.138297
1981	2553.061809
1982	2552.854819
1983	2552.797386
1984	2552.618316
1985	2552.542393
1986	2552.359865
1987	2552.193474
1988	2552.00733
1989	2551.911568
1990	2551.692162
1991	2551.335005
1992	2551.11772
1993	2550.865671
1994	2550.505434
1995	2550.359437
1996	2550.201153
1997	2549.993256
1998	2549.772148
1999	2549.61602
2000	2549.51209
2001	2549.430274
2002	2549.214189
2003	2549.050232
2004	2548.894261
2005	2548.795464
2006	2548.628288
2007	2548.370057
2008	2548.250018
2009	2548.153589
2010	2548.03249
2011	2547.700382
2012	2547.54336
2013	2547.394035
2014	2547.14705
2015	2546.840393
2016	2546.684357
2017	2546.605006
2018	2546.368642
2019	2546.258914
2020	2546.052982
2021	2545.95082
2022	2545.805838
2023	2545.612127
2024	2545.515753
2025	2545.241031
2026	2544.975715
2027	2544.703389
2028	2544.650088
2029	2544.418227
2030	2544.186318
2031	2543.911151
2032	2543.830415
2033	2543.671247
2034	2543.396079
2035	2543.350213
2036	2543.242554
2037	2542.986627
2038	2542.795475
2039	2542.687874
2040	2542.481419
2041	2542.391016
2042	2542.086961
2043	2542.004457
2044	2541.841699
2045	2541.797989
2046	2541.525469
2047	2541.419889
2048	2541.354059
2049	2541.127273
2050	2540.948258
2051	2540.80938
2052	2540.624448
2053	2540.568522
2054	2540.51874
2055	2540.462949
2056	2540.370021
2057	2540.266292
2058	2540.202417
2059	2540.088861
2060	2539.97191
2061	2539.858467
2062	2539.81212
2063	2539.724267
2064	2539.558953
2065	2539.383983
2066	2539.300344
2067	2538.985115
2068	2538.771109
2069	2538.540263
2070	2538.447065
2071	2538.348272
2072	2538.253939
2073	2538.10496
2074	2538.032345
2075	2537.806386
2076	2537.709253
2077	2537.552491
2078	2537.194956
2079	2536.847139
2080	2536.810314
2081	2536.619484
2082	2536.525286
2083	2536.413886
2084	2536.242787
2085	2536.062347
2086	2535.803359
2087	2535.700616
2088	2535.485714
2089	2535.413664
2090	2535.310396
2091	2535.182347
2092	2535.179637
2093	2535.082042
2094	2534.984212
2095	2534.841673
2096	2534.643724
2097	2534.489421
2098	2534.382709
2099	2534.321773
2100	2534.28311
2101	2533.827935
2102	2533.552746
2103	2533.39387
2104	2533.273454
2105	2533.233253
2106	2533.140737
2107	2533.004969
2108	2532.929274
2109	2532.876085
2110	2532.834979
2111	2532.730376
2112	2532.568552
2113	2532.494247
2114	2532.210246
2115	2531.997217
2116	2531.808658
2117	2531.712346
2118	2531.533964
2119	2531.38742
2120	2531.251001
2121	2530.994131
2122	2530.78868
2123	2530.615909
2124	2530.498267
2125	2530.413949
2126	2530.310669
2127	2529.901558
2128	2529.765051
2129	2529.555089
2130	2529.455335
2131	2529.305206
2132	2529.170002
2133	2529.042979
2134	2528.876087
2135	2528.646566
2136	2528.447047
2137	2528.120444
2138	2527.994892
2139	2527.855144
2140	2527.817744
2141	2527.723432
2142	2527.653605
2143	2527.510787
2144	2527.33601
2145	2527.256411
2146	2527.115583
2147	2527.04698
2148	2526.865982
2149	2526.730148
2150	2526.645181
2151	2526.600948
2152	2526.410897
2153	2526.342403
2154	2526.253907
2155	2526.158299
2156	2526.0241
2157	2525.927448
2158	2525.799131
2159	2525.74214
2160	2525.547887
2161	2525.143722
2162	2525.055697
2163	2524.943445
2164	2524.664267
2165	2524.616716
2166	2524.413536
2167	2524.28589
2168	2524.225568
2169	2524.192149
2170	2523.837535
2171	2523.752477
2172	2523.669995
2173	2523.524011
2174	2523.436063
2175	2523.313602
2176	2523.21714
2177	2523.029695
2178	2522.951169
2179	2522.763345
2180	2522.681946
2181	2522.649917
2182	2522.453636
2183	2522.363776
2184	2522.214378
2185	2521.946886
2186	2521.851559
2187	2521.619849
2188	2521.515276
2189	2521.412124
2190	2521.345403
2191	2521.189031
2192	2520.945536
2193	2520.789897
2194	2520.610498
2195	2520.578853
2196	2520.253853
2197	2520.117097
2198	2519.830161
2199	2519.786572
2200	2519.697104
2201	2519.54656
2202	2519.349432
2203	2519.230673
2204	2519.210792
2205	2519.064753
2206	2518.918178
2207	2518.758731
2208	2518.682051
2209	2518.526755
2210	2518.505152
2211	2518.310307
2212	2518.263995
2213	2517.912024
2214	2517.848157
2215	2517.743464
2216	2517.54877
2217	2517.229023
2218	2517.122688
2219	2517.016232
2220	2516.955681
2221	2516.792456
2222	2516.54535
2223	2516.309544
2224	2516.181935
2225	2516.095083
2226	2515.993302
2227	2515.782806
2228	2515.657341
2229	2515.491327
2230	2515.373555
2231	2515.314166
2232	2515.201163
2233	2515.070009
2234	2514.958728
2235	2514.868418
2236	2514.825098
2237	2514.616203
2238	2514.425379
2239	2514.422433
2240	2514.419543
2241	2514.265154
2242	2514.160558
2243	2514.061711
2244	2513.990533
2245	2513.890296
2246	2513.73768
2247	2513.54141
2248	2513.53084
2249	2513.449218
2250	2513.292943
2251	2513.158025
2252	2513.155215
2253	2513.074756
2254	2512.99128
2255	2512.812636
2256	2512.575798
2257	2512.564084
2258	2512.414764
2259	2512.214084
2260	2512.074714
2261	2511.991296
2262	2511.634747
2263	2511.507767
2264	2511.505056
2265	2511.297275
2266	2511.128718
2267	2511.051285
2268	2510.963452
2269	2510.814046
2270	2510.69451
2271	2510.642702
2272	2510.455242
2273	2510.394095
2274	2510.213459
2275	2510.035944
2276	2509.839222
2277	2509.661494
2278	2509.492951
2279	2509.336002
2280	2509.148855
2281	2508.962232
2282	2508.767096
2283	2508.397834
2284	2508.32995
2285	2508.081572
2286	2507.904934
2287	2507.820561
2288	2507.722597
2289	2507.632251
2290	2507.473839
2291	2507.080993
2292	2506.87713
2293	2506.704345
2294	2506.647134
2295	2506.497692
2296	2506.495065
2297	2506.295589
2298	2506.15485
2299	2506.039401
2300	2505.864794
2301	2505.86223
2302	2505.674696
2303	2505.540064
2304	2505.229127
2305	2505.150032
2306	2505.147521
2307	2505.003442
2308	2504.873336
2309	2504.700645
2310	2504.545033
2311	2504.496469
2312	2504.17671
2313	2503.940061
2314	2503.593547
2315	2503.429553
2316	2503.341879
2317	2503.23084
2318	2503.18488
2319	2502.974615
2320	2502.853037
2321	2502.749183
2322	2502.747045
2323	2502.532409
2324	2502.445238
2325	2502.42404
2326	2502.384461
2327	2502.267154
2328	2502.078644
2329	2502.076718
2330	2501.852414
2331	2501.724568
2332	2501.637825
2333	2501.390075
2334	2501.320902
2335	2501.144341
2336	2500.887756
2337	2500.885537
2338	2500.755741
2339	2500.528998
2340	2500.456661
2341	2500.260535
2342	2500.13363
2343	2500.063892
2344	2500.060979
2345	2499.80447
2346	2499.802437
2347	2499.642281
2348	2499.533435
2349	2499.439888
2350	2499.264742
2351	2499.102816
2352	2498.971789
2353	2498.662968
2354	2498.577213
2355	2498.575208
2356	2498.446623
2357	2498.392749
2358	2498.235205
2359	2498.167756
2360	2497.953312
2361	2497.887747
2362	2497.698203
2363	2497.538957
2364	2497.429351
2365	2497.327934
2366	2497.174504
2367	2496.891324
2368	2496.718998
2369	2496.613357
2370	2496.424515
2371	2496.422408
2372	2496.278017
2373	2496.219608
2374	2496.107031
2375	2495.964255
2376	2495.753402
2377	2495.751458
2378	2495.597082
2379	2495.419832
2380	2495.199317
2381	2495.033926
2382	2494.922714
2383	2494.780145
2384	2494.700029
2385	2494.519185
2386	2494.249697
2387	2494.19546
2388	2494.113777
2389	2493.999286
2390	2493.837268
2391	2493.62584
2392	2493.623633
2393	2493.425812
2394	2493.299562
2395	2493.181229
2396	2492.957476
2397	2492.926015
2398	2492.793262
2399	2492.692196
2400	2492.569398
2401	2492.4194
2402	2492.194679
2403	2492.123572
2404	2492.070453
2405	2492.0234
2406	2491.897321
2407	2491.85854
2408	2491.856391
2409	2491.810861
2410	2491.808927
2411	2491.661034
2412	2491.459101
2413	2491.240762
2414	2491.031573
2415	2490.949358
2416	2490.872704
2417	2490.679568
2418	2490.529518
2419	2490.402729
2420	2490.236709
2421	2490.179717
2422	2490.009714
2423	2489.895455
2424	2489.893643
2425	2489.693202
2426	2489.691508
2427	2489.576457
2428	2489.466513
2429	2489.394194
2430	2489.188885
2431	2489.04363
2432	2488.836791
2433	2488.644496
2434	2488.565876
2435	2488.164671
2436	2488.138175
2437	2487.94235
2438	2487.715569
2439	2487.605804
2440	2487.51561
2441	2487.472327
2442	2487.254058
2443	2487.082022
2444	2486.765919
2445	2486.63457
2446	2486.599249
2447	2486.541394
2448	2486.41622
2449	2486.322433
2450	2486.209339
2451	2486.023848
2452	2485.891289
2453	2485.850341
2454	2485.644081
2455	2485.528691
2456	2485.433498
2457	2485.312075
2458	2485.199977
2459	2484.908136
2460	2484.791263
2461	2484.64346
2462	2484.512386
2463	2484.389325
2464	2484.248218
2465	2484.195526
2466	2484.074157
2467	2483.978902
2468	2483.872018
2469	2483.809989
2470	2483.731443
2471	2483.657261
2472	2483.531545
2473	2483.437591
2474	2483.240755
2475	2483.090795
2476	2482.92433
2477	2482.833747
2478	2482.710701
2479	2482.625924
2480	2482.505615
2481	2482.151301
2482	2482.148708
2483	2482.108376
2484	2482.10586
2485	2481.961484
2486	2481.885358
2487	2481.7533
2488	2481.664487
2489	2481.341919
2490	2481.268249
2491	2481.163771
2492	2481.062082
2493	2480.783544
2494	2480.67943
2495	2480.517795
2496	2480.460591
2497	2480.344703
2498	2480.172421
2499	2480.068774
2500	2479.969779
2501	2479.905793
2502	2479.745173
2503	2479.742656
2504	2479.601744
2505	2479.489264
2506	2479.365986
2507	2479.321364
2508	2479.253715
2509	2479.095484
2510	2478.901906
2511	2478.604357
2512	2478.512344
2513	2478.227816
2514	2478.119446
2515	2477.938019
2516	2477.685645
2517	2477.368283
2518	2477.365855
2519	2477.302982
2520	2477.22294
2521	2477.079913
2522	2476.911081
2523	2476.850692
2524	2476.775731
2525	2476.733247
2526	2476.678677
2527	2476.628098
2528	2476.545042
2529	2476.388728
2530	2476.386336
2531	2476.384341
2532	2476.263061
2533	2476.115443
2534	2476.012101
2535	2475.901939
2536	2475.739506
2537	2475.663533
2538	2475.543168
2539	2475.46112
2540	2475.22366
2541	2475.069618
2542	2474.955426
2543	2474.902061
2544	2474.809476
2545	2474.633421
2546	2474.500481
2547	2474.409786
2548	2474.362716
2549	2474.329491
2550	2474.146358
2551	2474.056404
2552	2473.913546
2553	2473.881335
2554	2473.796261
2555	2473.755171
2556	2473.637332
2557	2473.540297
2558	2473.479136
2559	2473.314849
2560	2473.180083
2561	2473.059828
2562	2472.888152
2563	2472.617208
2564	2472.539581
2565	2472.433382
2566	2472.334992
2567	2472.239115
2568	2472.063083
2569	2471.858356
2570	2471.809373
2571	2471.702709
2572	2471.521882
2573	2471.478176
2574	2471.376583
2575	2471.296207
2576	2471.190546
2577	2471.150374
2578	2471.047881
2579	2471.000815
2580	2470.756953
2581	2470.748417
2582	2470.746889
2583	2470.608561
2584	2470.550986
2585	2470.44478
2586	2470.34105
2587	2470.260775
2588	2470.150843
2589	2470.092075
2590	2469.98643
2591	2469.889542
2592	2469.656338
2593	2469.534508
2594	2469.417386
2595	2469.302491
2596	2469.300882
2597	2469.192387
2598	2469.013634
2599	2468.898822
2600	2468.730314
2601	2468.570565
2602	2468.467821
2603	2468.39594
2604	2468.259619
2605	2467.972643
2606	2467.928027
2607	2467.765988
2608	2467.68586
2609	2467.544457
2610	2467.462953
2611	2467.35566
2612	2467.255515
2613	2467.093093
2614	2467.00501
2615	2466.972943
2616	2466.80055
2617	2466.725701
2618	2466.470607
2619	2466.334265
2620	2466.193087
2621	2466.191606
2622	2466.062191
2623	2466.017952
2624	2465.773421
2625	2465.604098
2626	2465.369943
2627	2465.088142
2628	2465.045918
2629	2464.840116
2630	2464.787124
2631	2464.684316
2632	2464.573991
2633	2464.455776
2634	2464.337412
2635	2464.163937
2636	2464.162324
2637	2464.097149
2638	2464.041934
2639	2463.960799
2640	2463.852012
2641	2463.698504
2642	2463.666699
2643	2463.625782
2644	2463.544191
2645	2463.325282
2646	2463.174371
2647	2463.015115
2648	2462.911425
2649	2462.722797
2650	2462.721214
2651	2462.50416
2652	2462.312806
2653	2462.232712
2654	2462.131578
2655	2461.819234
2656	2461.663773
2657	2461.497775
2658	2461.338521
2659	2461.261913
2660	2461.107701
2661	2460.988743
2662	2460.932405
2663	2460.831411
2664	2460.698343
2665	2460.540245
2666	2460.363761
2667	2460.313769
2668	2460.134901
2669	2460.097523
2670	2460.036444
2671	2459.936367
2672	2459.841258
2673	2459.703781
2674	2459.60195
2675	2459.491313
2676	2459.403707
2677	2459.293963
2678	2459.15684
2679	2459.155292
2680	2459.072699
2681	2458.984452
2682	2458.905542
2683	2458.845342
2684	2458.695202
2685	2458.563794
2686	2458.508023
2687	2458.468994
2688	2458.35509
2689	2458.330079
2690	2458.195959
2691	2458.069171
2692	2458.067647
2693	2457.93688
2694	2457.851129
2695	2457.693134
2696	2457.573121
2697	2457.380126
2698	2457.208521
2699	2457.09156
2700	2456.980258
2701	2456.947396
2702	2456.689005
2703	2456.576166
2704	2456.574682
2705	2456.524507
2706	2456.458595
2707	2456.365134
2708	2456.293524
2709	2456.199665
2710	2456.198208
2711	2455.974144
2712	2455.911793
2713	2455.692412
2714	2455.513125
2715	2455.511883
2716	2455.510638
2717	2455.358007
2718	2455.002152
2719	2454.931071
2720	2454.894938
2721	2454.821459
2722	2454.709892
2723	2454.613891
2724	2454.49013
2725	2454.327738
2726	2454.287493
2727	2454.238251
2728	2454.049643
2729	2453.927
2730	2453.866245
2731	2453.767
2732	2453.679523
2733	2453.554319
2734	2453.407853
2735	2453.298297
2736	2453.197307
2737	2452.891207
2738	2452.777799
2739	2452.610117
2740	2452.60874
2741	2452.513626
2742	2452.363105
2743	2452.265746
2744	2452.227325
2745	2452.089813
2746	2451.949556
2747	2451.910756
2748	2451.853914
2749	2451.679562
2750	2451.642251
2751	2451.594701
2752	2451.458616
2753	2451.38988
2754	2451.224458
2755	2451.059826
2756	2450.960632
2757	2450.791507
2758	2450.74136
2759	2450.706043
2760	2450.524682
2761	2450.480702
2762	2450.379765
2763	2450.245587
2764	2450.104959
2765	2449.970813
2766	2449.911048
2767	2449.860283
2768	2449.772975
2769	2449.68947
2770	2449.604592
2771	2449.440151
2772	2449.355392
2773	2449.231044
2774	2449.172354
2775	2449.094833
2776	2448.949332
2777	2448.852581
2778	2448.781474
2779	2448.684323
2780	2448.643529
2781	2448.541097
2782	2448.505796
2783	2448.372638
2784	2448.309641
2785	2448.244608
2786	2448.143009
2787	2448.038641
2788	2447.832236
2789	2447.759284
2790	2447.638866
2791	2447.534677
2792	2447.428714
2793	2447.366767
2794	2447.295229
2795	2447.201842
2796	2447.077014
2797	2447.023977
2798	2446.923707
2799	2446.897863
2800	2446.829431
2801	2446.690506
2802	2446.518978
2803	2446.425322
2804	2446.222415
2805	2446.188111
2806	2446.101297
2807	2445.971775
2808	2445.860981
2809	2445.734839
2810	2445.708836
2811	2445.640504
2812	2445.574531
2813	2445.510795
2814	2445.390002
2815	2445.217736
2816	2445.165217
2817	2445.11697
2818	2444.96283
2819	2444.960913
2820	2444.886301
2821	2444.797069
2822	2444.638077
2823	2444.551838
2824	2444.55047
2825	2444.358454
2826	2444.303692
2827	2444.243351
2828	2444.141017
2829	2444.050256
2830	2443.978135
2831	2443.84162
2832	2443.73722
2833	2443.616026
2834	2443.4691
2835	2443.390304
2836	2443.334846
2837	2443.220834
2838	2443.198023
2839	2442.787766
2840	2442.744354
2841	2442.652261
2842	2442.620094
2843	2442.586186
2844	2442.460086
2845	2442.318741
2846	2442.248675
2847	2441.850951
2848	2441.784448
2849	2441.665442
2850	2441.62013
2851	2441.618778
2852	2441.526781
2853	2441.407273
2854	2441.405951
2855	2441.256037
2856	2441.100059
2857	2441.038478
2858	2440.919633
2859	2440.8775
2860	2440.848902
2861	2440.785786
2862	2440.451115
2863	2440.324321
2864	2440.202
2865	2440.059509
2866	2440.007958
2867	2439.725417
2868	2439.615025
2869	2439.532118
2870	2439.401159
2871	2439.205699
2872	2439.094371
2873	2438.988591
2874	2438.916157
2875	2438.821796
2876	2438.726787
2877	2438.557271
2878	2438.473105
2879	2438.350892
2880	2438.251216
2881	2438.117567
2882	2437.926398
2883	2437.711667
2884	2437.48086
2885	2437.397827
2886	2437.282529
2887	2437.18175
2888	2437.052474
2889	2436.696273
2890	2436.608125
2891	2436.424221
2892	2436.307199
2893	2436.243889
2894	2436.046028
2895	2435.978868
2896	2435.844338
2897	2435.673584
2898	2435.671779
2899	2435.575789
2900	2435.551893
2901	2435.365929
2902	2435.286597
2903	2435.215748
2904	2435.153306
2905	2435.078602
2906	2435.024468
2907	2434.878229
2908	2434.87638
2909	2434.8751
2910	2434.591382
2911	2434.492662
2912	2434.482218
2913	2434.364573
2914	2434.20888
2915	2434.144805
2916	2433.947005
2917	2433.895226
2918	2433.778443
2919	2433.658838
2920	2433.48374
2921	2433.339307
2922	2433.338211
2923	2433.164771
2924	2433.007159
2925	2432.901361
2926	2432.784956
2927	2432.738701
2928	2432.625396
2929	2432.500388
2930	2432.292566
2931	2432.165008
2932	2432.088746
2933	2432.024162
2934	2431.764419
2935	2431.670921
2936	2431.578656
2937	2431.576764
2938	2431.455533
2939	2431.321839
2940	2431.18737
2941	2431.052339
2942	2430.900196
2943	2430.772115
2944	2430.664368
2945	2430.579168
2946	2430.459776
2947	2430.42665
2948	2430.347062
2949	2430.280667
2950	2430.191968
2951	2430.075119
2952	2429.931081
2953	2429.841141
2954	2429.75621
2955	2429.613413
2956	2429.498221
2957	2429.170792
2958	2429.169579
2959	2429.102453
2960	2429.044797
2961	2428.917606
2962	2428.861608
2963	2428.772186
2964	2428.68449
2965	2428.602143
2966	2428.469114
2967	2428.436741
2968	2428.349758
2969	2428.221678
2970	2428.130358
2971	2428.080109
2972	2428.014175
2973	2427.795874
2974	2427.595001
2975	2427.530995
2976	2427.435972
2977	2427.239232
2978	2427.121349
2979	2426.988528
2980	2426.880776
2981	2426.789474
2982	2426.674213
2983	2426.617237
2984	2426.518162
2985	2426.427715
2986	2426.161779
2987	2426.060115
2988	2425.918658
2989	2425.797418
2990	2425.607537
2991	2425.527631
2992	2425.523799
2993	2425.504736
2994	2425.420635
2995	2425.386464
2996	2425.273494
2997	2425.179888
2998	2425.138302
2999	2425.053879
3000	2424.933765
3001	2424.903074
3002	2424.901255
3003	2424.768699
3004	2424.72455
3005	2424.628557
3006	2424.404164
3007	2424.307564
3008	2424.209578
3009	2424.040685
3010	2423.934835
3011	2423.788288
3012	2423.654589
3013	2423.476577
3014	2423.449984
3015	2423.412074
3016	2423.410564
3017	2423.29381
3018	2423.104833
3019	2423.053961
3020	2422.977266
3021	2422.856825
3022	2422.651317
3023	2422.508841
3024	2422.448568
3025	2422.371982
3026	2422.241513
3027	2422.12538
3028	2422.045758
3029	2421.95013
3030	2421.896558
3031	2421.764038
3032	2421.6079
3033	2421.472335
3034	2421.362734
3035	2421.199458
3036	2421.105471
3037	2421.034816
3038	2420.973633
3039	2420.756185
3040	2420.662297
3041	2420.500907
3042	2420.338972
3043	2420.275962
3044	2420.160134
3045	2420.111976
3046	2420.020284
3047	2419.867401
3048	2419.730045
3049	2419.656112
3050	2419.586988
3051	2419.453724
3052	2419.339939
3053	2419.254947
3054	2419.209414
3055	2419.179112
3056	2419.014351
3057	2418.920538
3058	2418.765558
3059	2418.665508
3060	2418.658876
3061	2418.503393
3062	2418.316191
3063	2418.19076
3064	2418.135152
3065	2418.081838
3066	2418.034163
3067	2417.961641
3068	2417.929418
3069	2417.841649
3070	2417.781496
3071	2417.753847
3072	2417.707813
3073	2417.569302
3074	2417.474814
3075	2417.370785
3076	2417.259913
3077	2417.16114
3078	2417.08544
3079	2417.010589
3080	2416.904419
3081	2416.838689
3082	2416.773942
3083	2416.700485
3084	2416.553135
3085	2416.445142
3086	2416.138957
3087	2416.096757
3088	2416.01022
3089	2415.821705
3090	2415.703088
3091	2415.541108
3092	2415.471621
3093	2415.419566
3094	2415.366614
3095	2415.122081
3096	2415.045223
3097	2414.924988
3098	2414.773411
3099	2414.627477
3100	2414.557879
3101	2414.49425
3102	2414.385142
3103	2414.09983
3104	2414.040494
3105	2413.958228
3106	2413.883946
3107	2413.73654
3108	2413.640652
3109	2413.462886
3110	2413.378073
3111	2413.205775
3112	2413.086162
3113	2413.026887
3114	2412.974611
3115	2412.870751
3116	2412.731112
3117	2412.613854
3118	2412.503917
3119	2412.308186
3120	2412.261367
3121	2412.103428
3122	2411.875917
3123	2411.692615
3124	2411.42302
3125	2411.126037
3126	2411.105067
3127	2411.02593
3128	2410.980321
3129	2410.960545
3130	2410.728069
3131	2410.540859
3132	2410.412686
3133	2410.065583
3134	2409.919764
3135	2409.770551
3136	2409.734779
3137	2409.665217
3138	2409.522945
3139	2409.230606
3140	2409.123688
3141	2409.049942
3142	2408.873936
3143	2408.553193
3144	2408.472051
3145	2408.411712
3146	2408.220046
3147	2408.169135
3148	2408.005772
3149	2407.942587
3150	2407.784123
3151	2407.710113
3152	2407.578283
3153	2407.521833
3154	2407.417076
3155	2407.368089
3156	2407.261343
3157	2407.174378
3158	2407.044874
3159	2407.015874
3160	2406.918658
3161	2406.900327
3162	2406.748469
3163	2406.615391
3164	2406.484826
3165	2406.452911
3166	2406.285484
3167	2406.221079
3168	2406.126798
3169	2406.028094
3170	2405.920987
3171	2405.886188
3172	2405.755763
3173	2405.688997
3174	2405.597594
3175	2405.438513
3176	2405.281843
3177	2405.239181
3178	2405.117986
3179	2405.024247
3180	2404.942535
3181	2404.902112
3182	2404.845509
3183	2404.639737
3184	2404.570115
3185	2404.491504
3186	2404.391458
3187	2404.21673
3188	2404.107537
3189	2404.037472
3190	2403.889548
3191	2403.789339
3192	2403.748074
3193	2403.668235
3194	2403.613005
3195	2403.515968
3196	2403.485288
3197	2403.174577
3198	2403.07088
3199	2402.972677
3200	2402.897356
3201	2402.746401
3202	2402.643679
3203	2402.580692
3204	2402.498442
3205	2402.363631
3206	2402.268989
3207	2402.119183
3208	2402.063601
3209	2401.947423
3210	2401.878238
3211	2401.750369
3212	2401.619947
3213	2401.306978
3214	2401.190057
3215	2401.099044
3216	2401.050372
3217	2400.961092
3218	2400.867164
3219	2400.787078
