iter	RMSE
410	2961.698525
411	2961.586663
412	2961.516942
413	2961.459559
414	2960.715013
415	2960.65192
416	2959.735255
417	2958.970017
418	2958.200662
419	2957.090096
420	2956.999541
421	2956.403745
422	2955.834392
423	2955.092476
424	2954.286827
425	2953.419819
426	2952.849702
427	2952.238222
428	2951.492343
429	2950.703954
430	2950.271706
431	2949.442836
432	2949.355511
433	2947.856023
434	2947.615136
435	2946.580961
436	2945.550314
437	2945.050944
438	2944.503287
439	2943.113817
440	2942.965892
441	2941.949129
442	2941.857897
443	2941.796833
444	2941.009881
445	2940.051934
446	2939.272881
447	2939.206328
448	2938.639402
449	2937.670622
450	2936.796331
451	2936.278633
452	2935.590187
453	2935.101059
454	2934.578483
455	2934.219177
456	2933.411678
457	2932.73071
458	2932.236019
459	2932.177706
460	2931.472695
461	2930.82295
462	2929.63981
463	2928.669497
464	2927.840403
465	2927.762437
466	2926.907233
467	2925.935445
468	2925.424218
469	2924.818493
470	2924.296959
471	2923.583511
472	2922.914065
473	2922.859418
474	2922.805785
475	2921.661665
476	2920.755603
477	2920.053342
478	2919.55217
479	2919.179986
480	2919.127175
481	2918.976312
482	2918.254102
483	2917.483416
484	2917.044141
485	2916.42028
486	2916.094848
487	2916.023422
488	2915.613122
489	2914.922264
490	2914.25405
491	2913.731498
492	2913.201026
493	2912.667721
494	2912.249656
495	2911.688796
496	2911.63888
497	2911.060258
498	2910.599378
499	2910.288267
500	2909.818275
501	2909.769599
502	2908.982403
503	2908.580459
504	2908.016717
505	2907.968999
506	2907.892828
507	2906.978394
508	2906.263567
509	2905.556922
510	2905.510653
511	2904.917753
512	2904.115113
513	2903.689784
514	2903.209414
515	2902.73751
516	2902.691978
517	2901.597509
518	2901.223734
519	2901.168992
520	2900.652277
521	2899.838291
522	2899.355417
523	2898.897309
524	2898.430244
525	2897.805829
526	2897.762018
527	2897.359873
528	2896.850811
529	2896.807932
530	2896.053147
531	2895.49411
532	2895.442701
533	2894.850384
534	2894.444961
535	2893.849263
536	2893.319955
537	2892.803887
538	2892.357617
539	2891.990927
540	2891.465862
541	2891.185791
542	2890.391437
543	2889.906764
544	2889.411268
545	2888.962323
546	2888.503581
547	2888.251965
548	2887.658941
549	2887.108866
550	2887.06819
551	2886.516201
552	2885.775931
553	2885.224772
554	2884.806258
555	2884.766251
556	2884.248603
557	2883.858609
558	2883.168136
559	2882.510024
560	2881.994266
561	2881.952983
562	2881.604394
563	2880.957744
564	2880.549419
565	2880.271677
566	2880.224154
567	2879.658406
568	2879.134955
569	2878.723955
570	2878.361589
571	2877.212698
572	2876.96339
573	2876.900399
574	2876.387506
575	2876.044915
576	2875.481509
577	2875.199021
578	2875.161819
579	2874.681723
580	2874.146907
581	2873.652124
582	2873.029616
583	2872.411275
584	2872.372628
585	2871.773375
586	2871.449738
587	2871.166259
588	2870.700156
589	2870.292556
590	2869.829628
591	2869.521869
592	2869.05154
593	2868.576299
594	2867.87473
595	2867.838816
596	2867.461861
597	2866.976943
598	2866.745346
599	2866.327466
600	2865.870388
601	2865.279112
602	2864.877212
603	2864.430625
604	2864.079279
605	2863.850751
606	2863.260435
607	2862.730046
608	2862.439237
609	2862.404413
610	2861.959999
611	2861.564575
612	2861.530356
613	2861.055479
614	2860.562984
615	2859.930613
616	2859.481714
617	2858.997164
618	2858.963438
619	2858.543152
620	2858.036557
621	2857.646989
622	2857.247757
623	2856.840197
624	2856.246181
625	2855.458881
626	2855.42572
627	2855.086297
628	2854.595862
629	2854.040054
630	2853.986261
631	2853.587041
632	2853.554878
633	2853.250688
634	2852.669726
635	2852.209481
636	2851.782951
637	2851.17964
638	2850.716707
639	2850.300472
640	2849.878454
641	2849.637262
642	2849.605675
643	2849.069524
644	2848.395112
645	2847.866642
646	2847.835563
647	2847.297728
648	2847.063038
649	2846.644516
650	2846.223832
651	2846.001753
652	2845.739585
653	2845.708942
654	2845.678811
655	2845.043441
656	2844.623813
657	2844.116501
658	2843.670802
659	2843.620934
660	2843.251489
661	2842.89516
662	2842.864016
663	2842.630954
664	2842.414089
665	2842.365342
666	2841.877967
667	2841.529779
668	2841.086853
669	2840.665967
670	2839.571066
671	2838.982642
672	2838.624482
673	2838.576549
674	2838.529845
675	2838.502267
676	2838.475148
677	2837.742935
678	2837.408536
679	2837.018599
680	2836.528873
681	2836.121923
682	2835.546868
683	2835.138939
684	2834.458334
685	2833.812587
686	2833.243877
687	2832.973321
688	2832.678016
689	2832.651261
690	2832.624915
691	2832.204946
692	2831.827487
693	2831.578098
694	2831.356691
695	2831.127594
696	2830.632994
697	2830.607053
698	2830.23081
699	2829.838916
700	2829.442461
701	2829.096795
702	2828.728312
703	2828.124495
704	2827.652158
705	2827.337222
706	2826.895443
707	2826.683793
708	2826.390061
709	2825.942697
710	2825.91719
711	2825.523582
712	2825.154513
713	2824.399312
714	2824.3742
715	2823.958657
716	2823.690673
717	2823.020264
718	2822.753827
719	2822.729017
720	2822.284859
721	2822.006239
722	2821.246342
723	2821.221883
724	2820.754997
725	2820.228191
726	2819.618868
727	2819.59472
728	2819.188272
729	2818.963494
730	2818.422999
731	2818.168299
732	2817.809209
733	2817.457467
734	2817.117714
735	2816.746402
736	2816.190491
737	2816.166807
738	2815.819549
739	2815.60055
740	2815.250542
741	2814.929139
742	2814.595434
743	2814.260374
744	2814.103293
745	2813.762075
746	2813.739024
747	2813.343405
748	2813.138849
749	2812.362446
750	2812.339628
751	2812.317226
752	2811.938565
753	2811.584528
754	2811.334525
755	2810.735745
756	2810.389557
757	2810.063642
758	2809.852355
759	2809.830448
760	2809.596428
761	2809.0956
762	2808.808272
763	2808.173631
764	2807.879615
765	2807.505109
766	2807.015062
767	2806.779387
768	2806.560695
769	2806.265725
770	2806.112119
771	2805.803866
772	2805.477122
773	2805.094241
774	2804.727462
775	2804.443589
776	2804.205063
777	2803.832532
778	2803.810928
779	2803.422723
780	2803.054038
781	2802.676962
782	2802.302764
783	2802.076351
784	2801.811113
785	2801.601618
786	2801.29217
787	2801.081773
788	2800.651975
789	2800.325357
790	2800.012276
791	2799.437659
792	2799.173716
793	2799.043641
794	2798.662091
795	2797.940306
796	2797.917381
797	2797.636511
798	2797.615869
799	2797.29199
800	2797.049616
801	2796.784307
802	2796.591138
803	2795.968904
804	2795.840617
805	2795.574182
806	2795.38849
807	2795.195898
808	2794.620631
809	2794.403582
810	2793.623614
811	2792.950691
812	2792.754975
813	2792.507263
814	2792.186249
815	2792.072859
816	2791.85085
817	2791.830563
818	2791.644386
819	2791.328907
820	2791.003648
821	2790.695614
822	2790.52689
823	2790.165687
824	2789.999999
825	2789.549847
826	2789.388166
827	2789.200618
828	2788.66575
829	2788.42242
830	2788.134082
831	2787.880614
832	2787.006613
833	2786.183249
834	2786.157456
835	2786.137719
836	2785.967313
837	2785.94788
838	2785.164905
839	2784.872876
840	2784.584582
841	2784.225832
842	2783.71221
843	2783.513442
844	2783.270394
845	2782.683091
846	2782.14777
847	2781.843624
848	2781.47142
849	2781.199009
850	2781.036321
851	2780.303434
852	2780.204079
853	2779.929048
854	2779.908304
855	2779.52005
856	2779.499689
857	2779.270734
858	2779.252402
859	2778.695362
860	2778.016254
861	2777.705521
862	2777.446987
863	2777.267483
864	2777.024997
865	2776.456903
866	2776.313099
867	2776.14417
868	2775.992778
869	2775.974853
870	2775.816335
871	2775.539704
872	2775.209513
873	2774.77354
874	2774.356311
875	2774.12468
876	2773.613413
877	2773.514405
878	2773.496765
879	2772.995883
880	2772.301148
881	2771.732998
882	2771.421004
883	2771.005827
884	2770.805323
885	2770.490549
886	2770.221838
887	2769.738885
888	2769.388878
889	2768.883166
890	2768.709904
891	2768.689052
892	2768.365001
893	2768.062647
894	2768.04545
895	2767.711834
896	2767.127157
897	2766.735936
898	2766.583474
899	2766.205673
900	2765.773764
901	2765.510922
902	2764.720782
903	2764.248215
904	2764.231257
905	2763.913534
906	2763.227792
907	2763.032782
908	2762.916405
909	2762.45953
910	2762.270645
911	2762.036739
912	2761.743056
913	2761.592331
914	2761.575619
915	2761.297425
916	2761.086634
917	2760.785951
918	2760.571354
919	2760.385067
920	2760.133248
921	2759.864067
922	2759.715274
923	2759.698875
924	2759.464996
925	2759.439667
926	2759.207426
927	2759.188256
928	2758.397714
929	2757.918532
930	2757.662971
931	2757.434075
932	2757.291074
933	2757.019299
934	2756.904237
935	2756.72425
936	2756.613966
937	2756.5951
938	2756.388427
939	2756.009418
940	2755.870981
941	2755.41198
942	2754.981797
943	2754.650192
944	2754.633261
945	2754.311217
946	2754.031557
947	2754.016423
948	2753.878562
949	2753.570202
950	2753.3203
951	2753.184098
952	2753.003711
953	2752.814581
954	2752.443304
955	2751.738751
956	2751.720881
957	2751.423685
958	2751.140816
959	2751.000775
960	2750.715067
961	2750.400892
962	2750.090535
963	2750.075934
964	2749.975889
965	2749.292264
966	2748.90182
967	2748.439199
968	2748.241383
969	2747.96181
970	2747.608562
971	2747.077701
972	2746.921406
973	2746.645773
974	2746.63132
975	2746.359255
976	2746.344983
977	2745.674113
978	2745.53301
979	2745.2663
980	2745.016651
981	2744.820727
982	2744.275431
983	2743.833846
984	2743.40771
985	2743.203163
986	2742.821409
987	2742.558734
988	2742.199736
989	2741.964555
990	2741.672427
991	2741.324725
992	2741.166436
993	2740.661024
994	2740.646769
995	2740.294373
996	2740.024695
997	2739.682701
998	2739.427753
999	2739.051087
1000	2738.677087
1001	2738.586506
1002	2738.180975
1003	2737.922218
1004	2737.699709
1005	2737.542394
1006	2737.412713
1007	2737.251654
1008	2736.87135
1009	2736.673743
1010	2736.475518
1011	2736.458756
1012	2736.334223
1013	2736.090993
1014	2735.726147
1015	2735.633776
1016	2735.310266
1017	2734.700994
1018	2734.513777
1019	2734.328893
1020	2734.083912
1021	2733.923007
1022	2733.682908
1023	2733.669269
1024	2733.163142
1025	2733.149535
1026	2732.79932
1027	2732.676227
1028	2732.355894
1029	2731.8821
1030	2731.653677
1031	2731.322182
1032	2731.113982
1033	2730.701808
1034	2730.349365
1035	2730.135254
1036	2729.929843
1037	2729.600891
1038	2729.451687
1039	2728.875755
1040	2728.552911
1041	2728.434241
1042	2728.206779
1043	2727.988475
1044	2727.567776
1045	2727.372566
1046	2727.087419
1047	2726.847212
1048	2726.742546
1049	2726.656809
1050	2726.512059
1051	2726.400012
1052	2726.38391
1053	2726.202003
1054	2726.125682
1055	2725.901303
1056	2725.885677
1057	2725.613207
1058	2725.24039
1059	2725.083789
1060	2724.853888
1061	2724.758531
1062	2724.744444
1063	2724.730632
1064	2724.476138
1065	2724.037787
1066	2723.962446
1067	2723.694025
1068	2722.947144
1069	2722.617227
1070	2722.422867
1071	2722.127607
1072	2721.878253
1073	2721.66164
1074	2721.463961
1075	2721.36212
1076	2721.113133
1077	2721.095108
1078	2720.355629
1079	2720.109142
1080	2720.003052
1081	2719.793602
1082	2719.462386
1083	2719.446626
1084	2719.430525
1085	2719.228739
1086	2718.997405
1087	2718.293994
1088	2717.595293
1089	2717.582183
1090	2717.500666
1091	2717.123247
1092	2717.107946
1093	2716.89321
1094	2716.774402
1095	2716.70374
1096	2716.229893
1097	2715.639232
1098	2715.401305
1099	2714.946311
1100	2714.736067
1101	2714.525868
1102	2714.396505
1103	2713.976041
1104	2713.603297
1105	2713.591921
1106	2713.112369
1107	2713.098424
1108	2712.784037
1109	2712.625683
1110	2712.573226
1111	2712.562188
1112	2712.222281
1113	2711.915768
1114	2711.811653
1115	2711.362516
1116	2711.282939
1117	2711.189451
1118	2710.953173
1119	2710.791831
1120	2710.328223
1121	2710.042814
1122	2709.517158
1123	2709.224997
1124	2709.211776
1125	2708.985518
1126	2708.798946
1127	2708.668986
1128	2708.119053
1129	2707.914382
1130	2707.621281
1131	2707.610578
1132	2707.25821
1133	2706.97679
1134	2706.966278
1135	2706.827999
1136	2706.683666
1137	2706.507832
1138	2706.376059
1139	2706.363092
1140	2706.350272
1141	2706.15562
1142	2705.98181
1143	2705.411769
1144	2705.222535
1145	2705.210851
1146	2705.034616
1147	2705.024469
1148	2704.627316
1149	2704.454297
1150	2704.215121
1151	2704.075223
1152	2704.063212
1153	2703.913219
1154	2703.77854
1155	2703.363758
1156	2703.238037
1157	2703.228248
1158	2703.064301
1159	2702.878738
1160	2702.601565
1161	2702.417704
1162	2702.1344
1163	2701.987111
1164	2701.55731
1165	2701.313234
1166	2701.18413
1167	2700.937588
1168	2700.56563
1169	2700.12529
1170	2699.493961
1171	2699.484096
1172	2699.342011
1173	2699.107824
1174	2698.930859
1175	2698.654883
1176	2697.994556
1177	2697.982884
1178	2697.605708
1179	2697.368755
1180	2697.115535
1181	2696.846854
1182	2696.695207
1183	2696.294448
1184	2696.166279
1185	2696.15498
1186	2695.586228
1187	2695.575172
1188	2695.309629
1189	2695.066002
1190	2694.842371
1191	2694.731185
1192	2694.562162
1193	2694.193916
1194	2694.072082
1195	2694.061011
1196	2693.837029
1197	2693.693294
1198	2693.450685
1199	2693.336079
1200	2692.932714
1201	2692.759924
1202	2692.385509
1203	2692.010999
1204	2691.927028
1205	2691.758173
1206	2691.546472
1207	2691.399995
1208	2691.389368
1209	2691.336466
1210	2690.946234
1211	2690.593277
1212	2690.582583
1213	2690.353011
1214	2690.342556
1215	2690.187366
1216	2689.872285
1217	2689.266022
1218	2689.253923
1219	2689.045677
1220	2688.785323
1221	2688.428181
1222	2688.419033
1223	2688.168098
1224	2688.054031
1225	2688.045073
1226	2687.83102
1227	2687.821281
1228	2687.608055
1229	2687.305822
1230	2687.050187
1231	2686.954096
1232	2686.742995
1233	2686.29168
1234	2686.28238
1235	2685.827591
1236	2685.660216
1237	2685.544935
1238	2684.952433
1239	2684.862542
1240	2684.529887
1241	2684.240038
1242	2683.954144
1243	2683.492722
1244	2683.272275
1245	2682.953685
1246	2682.840535
1247	2682.473987
1248	2682.123426
1249	2681.902402
1250	2681.473636
1251	2681.380966
1252	2681.258295
1253	2681.057048
1254	2680.458067
1255	2680.298879
1256	2680.116672
1257	2679.772067
1258	2679.578567
1259	2679.569276
1260	2679.46998
1261	2679.460886
1262	2679.170542
1263	2678.908253
1264	2678.703218
1265	2678.485127
1266	2678.368302
1267	2677.838478
1268	2677.67187
1269	2677.663787
1270	2677.499633
1271	2677.364796
1272	2677.220906
1273	2676.891717
1274	2676.688175
1275	2676.416987
1276	2676.238737
1277	2676.197462
1278	2675.996911
1279	2675.477817
1280	2675.263483
1281	2675.077522
1282	2674.656966
1283	2674.383099
1284	2673.939949
1285	2673.742678
1286	2673.73597
1287	2673.644902
1288	2673.637292
1289	2673.397047
1290	2672.927211
1291	2672.414324
1292	2672.22934
1293	2671.980589
1294	2671.553568
1295	2671.451985
1296	2671.324474
1297	2671.262297
1298	2671.091318
1299	2671.081039
1300	2670.720513
1301	2670.712276
1302	2670.578414
1303	2670.521707
1304	2670.225417
1305	2670.150437
1306	2670.140554
1307	2670.076381
1308	2669.902642
1309	2669.593894
1310	2669.586043
1311	2669.167502
1312	2669.082963
1313	2668.923835
1314	2668.794408
1315	2668.56742
1316	2668.382147
1317	2667.777026
1318	2667.594836
1319	2667.173224
1320	2666.930431
1321	2666.657678
1322	2666.488823
1323	2666.290476
1324	2666.023351
1325	2666.015508
1326	2665.657258
1327	2665.511628
1328	2665.379989
1329	2665.186662
1330	2665.001938
1331	2664.587614
1332	2664.507252
1333	2664.177255
1334	2664.121917
1335	2663.910912
1336	2663.671578
1337	2663.340484
1338	2663.144771
1339	2662.874577
1340	2662.867782
1341	2662.86029
1342	2662.636153
1343	2662.384919
1344	2662.280117
1345	2662.101573
1346	2662.095883
1347	2661.880228
1348	2661.853589
1349	2661.724877
1350	2661.520753
1351	2661.207571
1352	2661.166982
1353	2661.141215
1354	2660.789501
1355	2660.501027
1356	2660.206092
1357	2660.071266
1358	2659.739165
1359	2659.732064
1360	2659.516819
1361	2659.316393
1362	2658.991228
1363	2658.98512
1364	2658.977698
1365	2658.930105
1366	2658.637006
1367	2658.36516
1368	2658.191458
1369	2657.945195
1370	2657.403142
1371	2657.39629
1372	2657.13679
1373	2656.91177
1374	2656.787541
1375	2656.654327
1376	2656.64779
1377	2656.198047
1378	2655.877197
1379	2655.592747
1380	2655.259758
1381	2654.868283
1382	2654.580436
1383	2654.108217
1384	2654.101814
1385	2653.887037
1386	2653.646965
1387	2653.466645
1388	2653.271399
1389	2653.201036
1390	2653.045671
1391	2652.733734
1392	2652.55227
1393	2652.419065
1394	2652.269568
1395	2652.061338
1396	2651.853176
1397	2651.611946
1398	2651.341527
1399	2651.056751
1400	2650.791236
1401	2650.784864
1402	2650.586059
1403	2650.422844
1404	2650.299517
1405	2649.741093
1406	2649.446788
1407	2649.349765
1408	2649.139093
1409	2649.030345
1410	2648.719636
1411	2648.714156
1412	2648.513682
1413	2648.202133
1414	2647.900916
1415	2647.718816
1416	2647.712211
1417	2647.459125
1418	2647.313443
1419	2647.007827
1420	2646.708802
1421	2646.553112
1422	2646.318057
1423	2646.267277
1424	2646.105134
1425	2645.941258
1426	2645.517664
1427	2645.239679
1428	2644.999672
1429	2644.761783
1430	2644.310007
1431	2644.082292
1432	2643.984045
1433	2643.712013
1434	2643.597087
1435	2643.591404
1436	2643.437671
1437	2643.362949
1438	2643.204036
1439	2642.774621
1440	2642.577737
1441	2642.501826
1442	2642.285681
1443	2642.106007
1444	2641.870328
1445	2641.816078
1446	2641.809795
1447	2641.330667
1448	2641.172189
1449	2641.167486
1450	2640.863593
1451	2640.501203
1452	2640.39178
1453	2640.385587
1454	2640.110693
1455	2639.844695
1456	2639.482587
1457	2639.393663
1458	2639.164608
1459	2638.763994
1460	2638.508098
1461	2638.180021
1462	2638.006816
1463	2637.619294
1464	2637.30765
1465	2637.100994
1466	2636.75487
1467	2636.746642
1468	2636.476878
1469	2636.47152
1470	2636.205262
1471	2635.858689
1472	2635.508985
1473	2635.363012
1474	2635.034734
1475	2634.85408
1476	2634.71818
1477	2634.64005
1478	2634.632129
1479	2634.425928
1480	2634.168776
1481	2633.876924
1482	2633.871726
1483	2633.708441
1484	2633.446828
1485	2633.314783
1486	2633.001754
1487	2632.830334
1488	2632.764571
1489	2632.484079
1490	2632.128578
1491	2631.761777
1492	2631.58815
1493	2631.441333
1494	2631.334528
1495	2631.174699
1496	2630.922225
1497	2630.721636
1498	2630.542061
1499	2630.405419
1500	2630.400151
1501	2630.229909
1502	2630.224967
1503	2629.90121
1504	2629.507392
1505	2629.311986
1506	2629.055182
1507	2628.826554
1508	2628.675047
1509	2628.465939
1510	2628.152466
1511	2628.016463
1512	2627.912143
1513	2627.456329
1514	2627.207434
1515	2627.133496
1516	2626.845779
1517	2626.563503
1518	2626.420821
1519	2626.278079
1520	2626.259098
1521	2626.137065
1522	2625.725097
1523	2625.622481
1524	2625.476822
1525	2625.168315
1526	2625.159979
1527	2624.904707
1528	2624.563393
1529	2624.558633
1530	2624.436052
1531	2624.330574
1532	2624.140935
1533	2624.136257
1534	2623.926625
1535	2623.618442
1536	2623.404849
1537	2623.206792
1538	2623.014817
1539	2622.836035
1540	2622.718315
1541	2622.593889
1542	2622.389891
1543	2622.250571
1544	2622.053905
1545	2621.886727
1546	2621.559002
1547	2621.314109
1548	2621.048673
1549	2620.887999
1550	2620.88342
1551	2620.719119
1552	2620.616745
1553	2620.557683
1554	2620.227615
1555	2620.145261
1556	2620.118866
1557	2619.819856
1558	2619.815362
1559	2619.778902
1560	2619.506061
1561	2619.501688
1562	2619.275003
1563	2619.099085
1564	2618.973166
1565	2618.815329
1566	2618.653486
1567	2618.285328
1568	2617.866505
1569	2617.744613
1570	2617.589951
1571	2617.312713
1572	2617.30841
1573	2617.191364
1574	2617.057373
1575	2616.842827
1576	2616.627783
1577	2616.479583
1578	2616.357747
1579	2615.966341
1580	2615.676842
1581	2615.55823
1582	2615.396138
1583	2615.287291
1584	2615.047601
1585	2614.94958
1586	2614.809928
1587	2614.650704
1588	2614.580369
1589	2614.447034
1590	2614.442845
1591	2614.347822
1592	2614.280279
1593	2614.163306
1594	2613.889152
1595	2613.81277
1596	2613.688111
1597	2613.315083
1598	2613.19385
1599	2612.954866
1600	2612.714608
1601	2612.397444
1602	2612.091557
1603	2611.949646
1604	2611.820881
1605	2611.721006
1606	2611.716932
1607	2611.518976
1608	2611.401545
1609	2611.051847
1610	2610.756146
1611	2610.644535
1612	2610.432173
1613	2610.287117
1614	2610.213605
1615	2609.853305
1616	2609.717463
1617	2609.676766
1618	2609.479157
1619	2609.342811
1620	2609.257834
1621	2609.253821
1622	2609.249881
1623	2609.120579
1624	2608.971874
1625	2608.816525
1626	2608.664759
1627	2608.296396
1628	2608.125074
1629	2608.022216
1630	2607.836315
1631	2607.602771
1632	2607.598897
1633	2607.595088
1634	2607.427645
1635	2607.222623
1636	2607.066456
1637	2606.957879
1638	2606.869042
1639	2606.73347
1640	2606.714199
1641	2606.607373
1642	2606.398915
1643	2605.858329
1644	2605.629592
1645	2605.476942
1646	2605.269923
1647	2605.128241
1648	2604.968587
1649	2604.792882
1650	2604.671572
1651	2604.501652
1652	2604.498004
1653	2604.154296
1654	2603.930218
1655	2603.860144
1656	2603.856567
1657	2603.574635
1658	2603.119425
1659	2602.81974
1660	2602.656002
1661	2602.259706
1662	2601.998267
1663	2601.918682
1664	2601.683561
